"","top_hit","gene_id","length.x","evalue","bitscore","simMean","uniprotkb_entry","status","protein_names","gene_names","organism","kegg","GO.ID","GO_terms"
"18808","XP_027053312.1","TRINITY_DN18717_c0_g2_i1",512,2.8e-289,1005.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18809","XP_027053316.1","TRINITY_DN13564_c0_g1_i1",128,1.9e-46,196.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18810","XP_027053319.1","TRINITY_DN17674_c0_g2_i1",422,8.8e-233,817.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18811","XP_027053325.1","TRINITY_DN24470_c0_g1_i4",326,3.3e-180,642.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18812","XP_027053327.1","TRINITY_DN66507_c0_g1_i1",440,2e-220,776.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18813","XP_027053329.1","TRINITY_DN38597_c0_g1_i1",120,1.7e-60,242.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18814","XP_027053335.1","TRINITY_DN30816_c0_g6_i1",105,5.3e-37,164.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18815","XP_027053345.1","TRINITY_DN28398_c0_g1_i1",107,1.9e-50,209.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18816","XP_027053349.1","TRINITY_DN46574_c0_g1_i1",157,1.4e-77,300.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18817","XP_027053350.1","TRINITY_DN11557_c0_g2_i1",818,4.7e-235,825.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18818","XP_027053357.1","TRINITY_DN13695_c0_g1_i1",287,3.2e-159,572.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18819","XP_027053358.1","TRINITY_DN27139_c0_g1_i1",105,4.4e-44,188,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18820","XP_027053360.1","TRINITY_DN34997_c0_g1_i1",97,1.1e-44,189.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18821","XP_027053368.1","TRINITY_DN57087_c0_g1_i1",287,1.3e-169,606.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18822","XP_027053369.1","TRINITY_DN28659_c0_g1_i1",469,6e-271,944.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18823","XP_027053370.1","TRINITY_DN28659_c0_g2_i1",402,7.2e-215,757.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18824","XP_027053370.1","TRINITY_DN28659_c0_g3_i1",430,1.6e-230,810.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18825","XP_027053371.1","TRINITY_DN25806_c0_g1_i1",197,4.5e-102,382.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18826","XP_027053374.1","TRINITY_DN16135_c0_g1_i1",287,3.1e-154,556.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18827","XP_027053377.1","TRINITY_DN23401_c0_g1_i1",145,9.2e-76,295,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18828","XP_027053377.1","TRINITY_DN23401_c0_g2_i1",1110,0,2191,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18829","XP_027053379.1","TRINITY_DN45654_c0_g1_i1",305,3.5e-171,612.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18830","XP_027053387.1","TRINITY_DN25308_c0_g1_i1",397,8.2e-224,786.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18831","XP_027053387.1","TRINITY_DN66312_c0_g1_i1",122,6.3e-59,237.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18832","XP_027053390.1","TRINITY_DN15059_c0_g3_i1",87,2.2e-27,134,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18833","XP_027053391.1","TRINITY_DN17684_c0_g1_i1",301,3.6e-169,605.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18834","XP_027053393.1","TRINITY_DN74624_c0_g1_i1",101,5.2e-50,207.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18835","XP_027053401.1","TRINITY_DN34680_c0_g1_i1",292,4.1e-164,589,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18836","XP_027053404.1","TRINITY_DN21420_c0_g1_i1",504,8.4e-287,996.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18837","XP_027053405.1","TRINITY_DN21420_c0_g2_i1",499,2.8e-289,1005.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18838","XP_027053407.1","TRINITY_DN17232_c0_g1_i1",345,1e-186,664.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18839","XP_027053411.1","TRINITY_DN24711_c0_g1_i1",29,8.7e-08,68.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18840","XP_027053413.1","TRINITY_DN17385_c0_g2_i1",591,0,1132.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18841","XP_027053414.1","TRINITY_DN16809_c0_g1_i3",251,8.7e-97,364,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18842","XP_027053415.1","TRINITY_DN12796_c0_g1_i3",453,6e-251,877.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18843","XP_027053416.1","TRINITY_DN33345_c0_g2_i1",62,2.3e-19,107.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18844","XP_027053418.1","TRINITY_DN14625_c0_g1_i4",235,6.1e-78,302.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18845","XP_027053418.1","TRINITY_DN21417_c0_g1_i4",145,4.3e-66,261.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18846","XP_027053419.1","TRINITY_DN17129_c0_g1_i1",89,1.1e-42,183.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18847","XP_027053423.1","TRINITY_DN45462_c0_g1_i1",155,1.4e-86,329.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18848","XP_027053423.1","TRINITY_DN45462_c0_g2_i1",125,2.5e-70,275.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18849","XP_027053425.1","TRINITY_DN72648_c0_g1_i1",231,2.6e-127,465.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18850","XP_027053429.1","TRINITY_DN51553_c0_g1_i1",428,2.5e-241,845.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18851","XP_027053431.1","TRINITY_DN15059_c0_g1_i1",254,1.2e-134,491.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18852","XP_027053434.1","TRINITY_DN26628_c0_g1_i14",1689,0,3055.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18853","XP_027053435.1","TRINITY_DN15988_c0_g1_i3",317,5.1e-170,609.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18854","XP_027053437.1","TRINITY_DN13001_c0_g1_i2",457,2.5e-259,905.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18855","XP_027053439.1","TRINITY_DN61243_c0_g1_i1",345,4.3e-170,608.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18856","XP_027053441.1","TRINITY_DN60749_c0_g1_i1",141,1.1e-72,283.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18857","XP_027053441.1","TRINITY_DN64310_c0_g1_i1",133,3.1e-66,261.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18858","XP_027053443.1","TRINITY_DN22686_c0_g1_i3",802,0,1573.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18859","XP_027053453.1","TRINITY_DN41883_c0_g1_i1",871,0,1682.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18860","XP_027053454.1","TRINITY_DN11979_c0_g1_i2",114,1e-53,220.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18861","XP_027053465.1","TRINITY_DN23643_c0_g1_i2",100,2.5e-28,136,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18862","XP_027053470.1","TRINITY_DN43803_c0_g1_i1",153,2.4e-75,292.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18863","XP_027053471.1","TRINITY_DN47495_c0_g1_i1",160,9.1e-85,323.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18864","XP_027053481.1","TRINITY_DN67323_c0_g1_i1",362,6.6e-186,661.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18865","XP_027053485.1","TRINITY_DN14095_c0_g2_i1",435,2.2e-254,888.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18866","XP_027053487.1","TRINITY_DN11944_c0_g1_i2",1079,0,1966.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18867","XP_027053489.1","TRINITY_DN65456_c0_g1_i1",733,0,1262.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18868","XP_027053490.1","TRINITY_DN13485_c0_g1_i1",527,2.7e-289,1005,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18869","XP_027053491.1","TRINITY_DN13628_c0_g1_i1",410,7.2e-232,814.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18870","XP_027053501.1","TRINITY_DN19641_c0_g1_i1",686,1.6e-299,1040,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18871","XP_027053512.1","TRINITY_DN24157_c0_g1_i1",340,2.2e-190,677.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18872","XP_027053517.1","TRINITY_DN36383_c0_g1_i1",356,1.5e-190,676.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18873","XP_027053519.1","TRINITY_DN53710_c0_g1_i1",327,1.9e-189,672.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18874","XP_027053523.1","TRINITY_DN24663_c0_g1_i2",441,4.8e-253,884.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18875","XP_027053524.1","TRINITY_DN11499_c0_g1_i1",318,2.2e-60,245,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18876","XP_027053526.1","TRINITY_DN68036_c0_g1_i1",275,3.7e-149,538.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18877","XP_027053528.1","TRINITY_DN15630_c0_g1_i1",158,6.7e-81,311.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18878","XP_027053530.1","TRINITY_DN32877_c0_g1_i1",236,8.1e-138,501.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18879","XP_027053531.1","TRINITY_DN16772_c0_g1_i3",355,9.8e-197,697.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18880","XP_027053538.1","TRINITY_DN14095_c0_g1_i1",504,2.3e-288,1002.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18881","XP_027053539.1","TRINITY_DN30762_c0_g1_i2",202,3.5e-105,393.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18882","XP_027053543.1","TRINITY_DN14957_c0_g1_i2",961,0,1800.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18883","XP_027053546.1","TRINITY_DN16326_c0_g3_i1",441,5.6e-266,928.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18884","XP_027053547.1","TRINITY_DN59981_c0_g1_i1",248,8.1e-147,530.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18885","XP_027053548.1","TRINITY_DN64651_c0_g1_i1",647,0,1162.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18886","XP_027053549.1","TRINITY_DN11362_c0_g1_i1",408,5.9e-195,691.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18887","XP_027053552.1","TRINITY_DN12432_c0_g1_i2",393,5.1e-122,449.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18888","XP_027053553.1","TRINITY_DN23901_c0_g1_i1",102,4e-44,189.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18889","XP_027053559.1","TRINITY_DN19356_c0_g2_i1",204,2.1e-115,427.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18890","XP_027053569.1","TRINITY_DN23286_c0_g1_i1",972,0,1927.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18891","XP_027053580.1","TRINITY_DN11642_c0_g2_i1",96,2.7e-35,159.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18892","XP_027053584.1","TRINITY_DN15454_c0_g2_i3",1341,0,2595.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18893","XP_027053586.1","TRINITY_DN30403_c0_g1_i2",111,5.5e-13,84.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18894","XP_027053587.1","TRINITY_DN12818_c0_g1_i1",380,1e-215,760.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18895","XP_027053597.1","TRINITY_DN23581_c0_g1_i1",324,9.9e-178,634,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18896","XP_027053598.1","TRINITY_DN73600_c0_g1_i1",288,3.4e-160,575.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18897","XP_027053601.1","TRINITY_DN63235_c0_g1_i1",86,6.4e-45,190.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18898","XP_027053601.1","TRINITY_DN72685_c0_g1_i1",186,8.6e-109,404.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18899","XP_027053602.1","TRINITY_DN18565_c0_g1_i1",178,8.3e-93,351.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18900","XP_027053604.1","TRINITY_DN15454_c0_g1_i2",1209,0,2009.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18901","XP_027053604.1","TRINITY_DN25734_c0_g1_i1",205,1.1e-91,347.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18902","XP_027053605.1","TRINITY_DN30403_c0_g2_i1",126,1.5e-54,223,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18903","XP_027053606.1","TRINITY_DN25332_c0_g1_i2",323,2.1e-178,636.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18904","XP_027053608.1","TRINITY_DN30119_c0_g5_i3",182,2.5e-75,294.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18905","XP_027053615.1","TRINITY_DN34568_c0_g1_i1",38,3.7e-06,62.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18906","XP_027053617.1","TRINITY_DN11045_c0_g1_i2",1069,0,2105.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18907","XP_027053618.1","TRINITY_DN14696_c0_g1_i1",282,1.2e-143,520.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18908","XP_027053618.1","TRINITY_DN14696_c0_g3_i1",72,1.9e-24,124,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18909","XP_027053621.1","TRINITY_DN14265_c0_g1_i1",820,1.6e-245,860.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18910","XP_027053629.1","TRINITY_DN21994_c0_g1_i1",269,1.3e-101,382.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18911","XP_027053636.1","TRINITY_DN71390_c0_g1_i1",1581,0,2649,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18912","XP_027053642.1","TRINITY_DN46629_c0_g1_i1",318,1.7e-175,626.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18913","XP_027053645.1","TRINITY_DN12447_c0_g1_i5",1054,0,2080.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18914","XP_027053645.1","TRINITY_DN20202_c0_g1_i1",69,7.8e-25,125.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18915","XP_027053654.1","TRINITY_DN38015_c0_g1_i1",55,1.9e-19,106.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18916","XP_027053654.1","TRINITY_DN38015_c0_g2_i1",174,3.1e-87,332,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18917","XP_027053656.1","TRINITY_DN18185_c0_g1_i1",306,1.5e-164,590.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18918","XP_027053657.1","TRINITY_DN67360_c0_g1_i1",211,1.1e-101,381.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18919","XP_027053660.1","TRINITY_DN74007_c0_g1_i1",179,1.2e-81,313.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18920","XP_027053663.1","TRINITY_DN13703_c0_g1_i2",342,5.6e-180,642.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18921","XP_027053664.1","TRINITY_DN31187_c0_g1_i1",209,8.7e-89,337.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18922","XP_027053665.1","TRINITY_DN23057_c0_g1_i1",171,1.5e-38,171,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18923","XP_027053665.1","TRINITY_DN23057_c0_g2_i1",170,4.8e-90,341.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18924","XP_027053677.1","TRINITY_DN68201_c0_g1_i1",459,3.7e-222,782.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18925","XP_027053678.1","TRINITY_DN24503_c0_g1_i1",107,1.6e-54,222.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18926","XP_027053678.1","TRINITY_DN24503_c0_g2_i1",149,9.1e-80,307,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18927","XP_027053678.1","TRINITY_DN69621_c0_g1_i1",81,3.4e-38,169.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18928","XP_027053681.1","TRINITY_DN33948_c0_g1_i1",100,1e-50,209.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18929","XP_027053689.1","TRINITY_DN11844_c0_g1_i1",72,2.8e-29,140.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18930","XP_027053689.1","TRINITY_DN13824_c0_g1_i1",167,2.7e-47,199.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18931","XP_027053689.1","TRINITY_DN15017_c0_g1_i1",114,3.5e-35,159.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18932","XP_027053689.1","TRINITY_DN15017_c0_g2_i2",74,1.7e-22,117.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18933","XP_027053689.1","TRINITY_DN15017_c0_g3_i1",312,5.6e-162,581.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18934","XP_027053694.1","TRINITY_DN13600_c0_g1_i1",115,6.3e-52,214.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18935","XP_027053694.1","TRINITY_DN30126_c0_g1_i1",146,8.3e-74,287.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18936","XP_027053699.1","TRINITY_DN15196_c0_g1_i2",770,0,1473.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18937","XP_027053700.1","TRINITY_DN15913_c0_g2_i1",600,0,1117.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18938","XP_027053702.1","TRINITY_DN14713_c0_g1_i1",266,1.4e-137,501.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18939","XP_027053706.1","TRINITY_DN30301_c0_g1_i1",139,1.2e-56,231.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18940","XP_027053707.1","TRINITY_DN20485_c0_g1_i1",61,7.8e-23,117.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18941","XP_027053714.1","TRINITY_DN26975_c0_g4_i1",195,1.9e-105,394.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18942","XP_027053718.1","TRINITY_DN20321_c0_g1_i1",720,0,1488.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18943","XP_027053718.1","TRINITY_DN47852_c0_g1_i1",70,2.9e-31,145.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18944","XP_027053719.1","TRINITY_DN20062_c0_g1_i1",167,2.6e-92,349.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18945","XP_027053724.1","TRINITY_DN12041_c0_g1_i4",328,7.8e-184,654.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18946","XP_027053728.1","TRINITY_DN37743_c0_g2_i1",58,1.5e-22,116.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18947","XP_027053728.1","TRINITY_DN37743_c0_g3_i1",100,8.3e-41,177.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18948","XP_027053728.1","TRINITY_DN37743_c0_g4_i1",57,1.9e-20,109.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18949","XP_027053733.1","TRINITY_DN18028_c0_g4_i1",98,5.2e-32,147.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18950","XP_027053750.1","TRINITY_DN27876_c0_g1_i1",106,2e-49,205.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18951","XP_027053751.1","TRINITY_DN14139_c0_g2_i2",63,3e-28,135.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18952","XP_027053751.1","TRINITY_DN17877_c0_g1_i1",167,3.5e-83,318.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18953","XP_027053751.1","TRINITY_DN17877_c0_g2_i2",237,2.8e-92,349.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18954","XP_027053754.1","TRINITY_DN17290_c0_g2_i1",80,3.9e-23,119.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18955","XP_027053754.1","TRINITY_DN23933_c0_g1_i1",72,3.2e-16,95.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18956","XP_027053754.1","TRINITY_DN23933_c0_g2_i1",137,5.9e-49,204.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18957","XP_027053754.1","TRINITY_DN40233_c0_g2_i1",103,5.5e-31,144.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18958","XP_027053760.1","TRINITY_DN60300_c0_g1_i1",189,8e-105,392.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18959","XP_027053761.1","TRINITY_DN50212_c0_g1_i1",616,0,1184.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18960","XP_027053763.1","TRINITY_DN73074_c0_g1_i1",173,8.8e-97,364.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18961","XP_027053765.1","TRINITY_DN14901_c0_g1_i2",574,5.8e-268,934.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18962","XP_027053770.1","TRINITY_DN71248_c0_g1_i1",122,6.9e-61,245.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18963","XP_027053771.1","TRINITY_DN17587_c0_g1_i1",239,7e-85,326.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18964","XP_027053773.1","TRINITY_DN26360_c0_g2_i6",715,0,1372.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18965","XP_027053779.1","TRINITY_DN32402_c0_g1_i1",406,3.2e-224,789.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18966","XP_027053780.1","TRINITY_DN43089_c0_g1_i1",340,5.9e-185,658.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18967","XP_027053780.1","TRINITY_DN43089_c0_g3_i1",239,6.3e-123,451.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18968","XP_027053781.1","TRINITY_DN13842_c0_g1_i1",244,4.1e-86,330.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18969","XP_027053787.1","TRINITY_DN18111_c0_g1_i3",735,0,1483.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18970","XP_027053790.1","TRINITY_DN31444_c0_g1_i1",189,1.7e-94,356.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18971","XP_027053791.1","TRINITY_DN24520_c0_g1_i1",204,5e-115,426,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18972","XP_027053791.1","TRINITY_DN64401_c0_g1_i1",49,5.3e-20,108.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18973","XP_027053794.1","TRINITY_DN18025_c0_g1_i4",366,2.4e-140,510,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18974","XP_027053795.1","TRINITY_DN11603_c0_g1_i2",351,5.9e-95,359.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18975","XP_027053798.1","TRINITY_DN41680_c0_g1_i1",146,6e-76,294.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18976","XP_027053804.1","TRINITY_DN48549_c0_g1_i1",168,1.1e-88,337,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18977","XP_027053804.1","TRINITY_DN73342_c0_g1_i1",490,2.1e-268,935.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18978","XP_027053806.1","TRINITY_DN38327_c0_g1_i1",105,8.2e-53,218,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18979","XP_027053810.1","TRINITY_DN23437_c0_g1_i1",749,0,1399.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18980","XP_027053820.1","TRINITY_DN15144_c0_g1_i5",338,1.3e-176,630.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
