"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust","genes"
"242",NA,NA,"GO:0019953",0.0457707219565573,0.995234959938002,2,32,"sexual reproduction","BP",1,"Pver_g304, Pver_g860, Pver_g1095, Pver_g3835, Pver_g4041, Pver_g4744, Pver_g4764, Pver_g4814, Pver_g4846, Pver_g5008, Pver_g6826, Pver_g6987, Pver_g6988, Pver_g6989, Pver_g7609, Pver_g9300, Pver_g10147, Pver_g12143, Pver_g12195, Pver_g12634, Pver_g13047, Pver_g13740, Pver_g14039, Pver_g14040, Pver_g16603, Pver_g17452, Pver_g17800, Pver_g19247, Pver_g19788, Pver_g22791, Pver_g22883, Pver_g24049, Pver_novel_model_407_5de57afd"
"243",NA,NA,"GO:0019954",0.0241297469911859,0.999853229646851,1,2,"asexual reproduction","BP",1,"Pver_g2478, Pver_g7570"
"244",NA,NA,"GO:0030091",0.0447972123794993,0.999185699965521,1,5,"protein repair","BP",1,"Pver_g6370, Pver_g14258, Pver_g23947, Pver_g24396, Pver_g5518"
"245",NA,NA,"GO:0030154",0.0250832461664194,0.991040186790841,8,327,"cell differentiation","BP",1,"Pver_g72, Pver_g126, Pver_g201, Pver_g246, Pver_g322, Pver_g398, Pver_g417, Pver_g433, Pver_g694, Pver_g908, Pver_g939, Pver_g991, Pver_g1111, Pver_g1284, Pver_g1336, Pver_g1412, Pver_g1444, Pver_g1446, Pver_g1460, Pver_g1518, Pver_g1550, Pver_g1753, Pver_g1889, Pver_g2119, Pver_g2132, Pver_g2143, Pver_g2160, Pver_g2381, Pver_g2418, Pver_g2435, Pver_g2463, Pver_g2534, Pver_g2543, Pver_g2544, Pver_g2606, Pver_g2613, Pver_g2687, Pver_g2832, Pver_g2874, Pver_g2934, Pver_g3038, Pver_g3190, Pver_g3487, Pver_g3578, Pver_g3598, Pver_g3651, Pver_g3863, Pver_g3909, Pver_g3923, Pver_g3924, Pver_g3950, Pver_g4012, Pver_g4118, Pver_g4158, Pver_g4180, Pver_g4399, Pver_g4508, Pver_g4573, Pver_g4609, Pver_g4622, Pver_g4637, Pver_g4650, Pver_g4664, Pver_g4786, Pver_g4791, Pver_g5110, Pver_g5178, Pver_g5341, Pver_g5367, Pver_g5495, Pver_g5553, Pver_g5612, Pver_g5617, Pver_g5641, Pver_g5646, Pver_g5663, Pver_g5870, Pver_g5926, Pver_g6109, Pver_g6316, Pver_g6344, Pver_g6352, Pver_g6475, Pver_g6668, Pver_g6680, Pver_g6684, Pver_g6688, Pver_g6713, Pver_g6714, Pver_g6869, Pver_g7164, Pver_g7198, Pver_g7251, Pver_g7386, Pver_g7458, Pver_g7591, Pver_g7592, Pver_g7616, Pver_g7669, Pver_g7819, Pver_g7854, Pver_g7921, Pver_g7925, Pver_g7933, Pver_g8082, Pver_g8299, Pver_g8331, Pver_g8360, Pver_g8441, Pver_g8543, Pver_g8711, Pver_g8724, Pver_g8828, Pver_g8830, Pver_g8991, Pver_g8992, Pver_g9294, Pver_g9303, Pver_g9383, Pver_g9436, Pver_g9440, Pver_g9444, Pver_g9529, Pver_g9530, Pver_g9537, Pver_g9608, Pver_g9783, Pver_g9861, Pver_g9972, Pver_g9973, Pver_g9974, Pver_g10048, Pver_g10049, Pver_g10164, Pver_g10286, Pver_g10404, Pver_g10458, Pver_g10568, Pver_g10611, Pver_g10612, Pver_g10613, Pver_g10654, Pver_g10741, Pver_g10765, Pver_g10900, Pver_g11010, Pver_g11207, Pver_g11362, Pver_g11413, Pver_g11414, Pver_g11417, Pver_g11420, Pver_g11588, Pver_g11843, Pver_g11884, Pver_g11932, Pver_g11936, Pver_g12023, Pver_g12076, Pver_g12173, Pver_g12188, Pver_g12190, Pver_g12192, Pver_g12204, Pver_g12357, Pver_g12394, Pver_g12406, Pver_g12415, Pver_g12554, Pver_g12634, Pver_g12741, Pver_g12816, Pver_g12998, Pver_g12999, Pver_g13153, Pver_g13272, Pver_g13286, Pver_g13394, Pver_g13472, Pver_g13508, Pver_g13542, Pver_g13592, Pver_g13612, Pver_g13654, Pver_g13710, Pver_g13740, Pver_g13806, Pver_g13823, Pver_g13920, Pver_g13929, Pver_g13967, Pver_g14079, Pver_g14222, Pver_g14254, Pver_g14296, Pver_g14311, Pver_g14489, Pver_g14525, Pver_g14769, Pver_g14779, Pver_g14823, Pver_g14844, Pver_g14878, Pver_g14891, Pver_g14985, Pver_g15079, Pver_g15195, Pver_g15208, Pver_g15255, Pver_g15271, Pver_g15505, Pver_g15602, Pver_g15808, Pver_g15822, Pver_g15868, Pver_g16349, Pver_g16405, Pver_g16416, Pver_g16620, Pver_g16621, Pver_g16659, Pver_g16666, Pver_g16683, Pver_g16743, Pver_g16745, Pver_g16783, Pver_g16827, Pver_g16851, Pver_g16873, Pver_g16908, Pver_g16910, Pver_g16943, Pver_g16953, Pver_g16977, Pver_g17167, Pver_g17214, Pver_g17314, Pver_g17340, Pver_g17537, Pver_g17583, Pver_g17684, Pver_g17685, Pver_g17743, Pver_g17824, Pver_g17868, Pver_g18149, Pver_g18171, Pver_g18293, Pver_g18313, Pver_g18419, Pver_g18595, Pver_g18670, Pver_g18705, Pver_g18708, Pver_g18740, Pver_g19021, Pver_g19129, Pver_g19219, Pver_g19234, Pver_g19256, Pver_g19292, Pver_g19430, Pver_g19517, Pver_g19589, Pver_g19635, Pver_g19871, Pver_g19889, Pver_g19946, Pver_g20126, Pver_g20212, Pver_g20267, Pver_g20336, Pver_g20475, Pver_g20550, Pver_g20568, Pver_g20720, Pver_g20900, Pver_g21118, Pver_g21187, Pver_g21370, Pver_g21912, Pver_g21963, Pver_g22754, Pver_g22846, Pver_g23001, Pver_g23135, Pver_g23233, Pver_g23563, Pver_g23660, Pver_g23812, Pver_g23928, Pver_g23981, Pver_g24398, Pver_g24551, Pver_g24578, Pver_g25581, Pver_g25600, Pver_g25751, Pver_g25835, Pver_g25956, Pver_g26001, Pver_g26144, Pver_g26295, Pver_g26330, Pver_g26350, Pver_g26362, Pver_g26367, Pver_g26368, Pver_g26372, Pver_g26443, Pver_g26593, Pver_g26703, Pver_g26742, Pver_novel_model_123_5de57afd, Pver_novel_model_133_5de57afd, Pver_novel_model_423_5de57afd, Pver_novel_model_522_5de57afd, Pver_novel_model_527_5de57afd, Pver_novel_model_823_5de57afd, Pver_g2700, Pver_g13898, Pver_g14356, Pver_g18923, Pver_g6422, Pver_g7186, Pver_g12966, Pver_g15781, Pver_g21700, Pver_g2701, Pver_g12967, Pver_g18237, Pver_g20835, Pver_g20948"
"246",NA,NA,"GO:0030165",0.0317923133450122,0.994970058827319,3,62,"PDZ domain binding","MF",1,"Pver_g316, Pver_g681, Pver_g917, Pver_g973, Pver_g974, Pver_g975, Pver_g1045, Pver_g1273, Pver_g1482, Pver_g2082, Pver_g2369, Pver_g3206, Pver_g3575, Pver_g3769, Pver_g3990, Pver_g4336, Pver_g4843, Pver_g4852, Pver_g6007, Pver_g6228, Pver_g7034, Pver_g7307, Pver_g7459, Pver_g7464, Pver_g7703, Pver_g7920, Pver_g8251, Pver_g9062, Pver_g9375, Pver_g9850, Pver_g10618, Pver_g11430, Pver_g11431, Pver_g11434, Pver_g11435, Pver_g11915, Pver_g12783, Pver_g12920, Pver_g13180, Pver_g13350, Pver_g15186, Pver_g15562, Pver_g15603, Pver_g15740, Pver_g16064, Pver_g16449, Pver_g16504, Pver_g17463, Pver_g17681, Pver_g17713, Pver_g18802, Pver_g18842, Pver_g19196, Pver_g20281, Pver_g21567, Pver_g22418, Pver_g22726, Pver_g22788, Pver_g24530, Pver_g25450, Pver_g26096, Pver_g26110, Pver_novel_model_621_5de57afd"
"247",NA,NA,"GO:0030169",0.00900643580644367,0.999626557360883,2,15,"low-density lipoprotein particle binding","MF",1,"Pver_g1039, Pver_g1126, Pver_g2705, Pver_g7083, Pver_g7872, Pver_g10642, Pver_g11134, Pver_g14844, Pver_g15780, Pver_g16615, Pver_g16616, Pver_g18155, Pver_g19525, Pver_g20298, Pver_g25578"
"248",NA,NA,"GO:0030301",0.00198547727359717,0.999892155217027,3,23,"cholesterol transport","BP",1,"Pver_g240, Pver_g814, Pver_g815, Pver_g1039, Pver_g1126, Pver_g3490, Pver_g3556, Pver_g3616, Pver_g6598, Pver_g6822, Pver_g6893, Pver_g7083, Pver_g7987, Pver_g8062, Pver_g9281, Pver_g10331, Pver_g14374, Pver_g14376, Pver_g16226, Pver_g16615, Pver_g16616, Pver_g18381, Pver_g19192, Pver_novel_model_500_5de57afd"
"249",NA,NA,"GO:0030544",0.0385118836935883,0.996350531068848,2,32,"Hsp70 protein binding","MF",1,"Pver_g433, Pver_g1273, Pver_g1406, Pver_g1618, Pver_g3863, Pver_g4249, Pver_g4251, Pver_g4587, Pver_g5139, Pver_g6834, Pver_g8115, Pver_g8146, Pver_g8247, Pver_g9637, Pver_g10004, Pver_g10640, Pver_g10915, Pver_g14390, Pver_g14608, Pver_g14977, Pver_g15891, Pver_g16615, Pver_g16616, Pver_g17018, Pver_g20107, Pver_g21348, Pver_g22889, Pver_g24637, Pver_g25723, Pver_g25935, Pver_g26053, Pver_g26229, Pver_novel_model_721_5de57afd"
"250",NA,NA,"GO:0031097",0.0181318186509943,0.999917379675855,1,2,"medial cortex","CC",1,"Pver_g9571, Pver_g22883"
"251",NA,NA,"GO:0031584",0.0225329658130557,0.999872116295364,1,2,"activation of phospholipase D activity","BP",1,"Pver_g4609, Pver_g11752"
"252",NA,NA,"GO:0031752",0.0116025849618196,1,1,1,"D5 dopamine receptor binding","MF",1,"Pver_g4609"
"253",NA,NA,"GO:0031994",0.0241297469911858,0.999853229646851,1,2,"insulin-like growth factor I binding","MF",1,"Pver_g19196, Pver_g19246"
"254",NA,NA,"GO:0031995",0.012138258484023,1,1,1,"insulin-like growth factor II binding","MF",1,"Pver_g19246"
"255",NA,NA,"GO:0032094",0.0456057611380774,0.995276198027521,2,30,"response to food","BP",1,"Pver_g922, Pver_g946, Pver_g2467, Pver_g2504, Pver_g2956, Pver_g4562, Pver_g5784, Pver_g6248, Pver_g7025, Pver_g7033, Pver_g7332, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g10364, Pver_g10619, Pver_g10623, Pver_g11896, Pver_g12509, Pver_g12517, Pver_g13135, Pver_g13365, Pver_g14848, Pver_g14942, Pver_g16606, Pver_g17738, Pver_g17826, Pver_g17827, Pver_g19246, Pver_g26113, Pver_novel_model_525_5de57afd"
"256",NA,NA,"GO:0032099",0.0170586610735208,0.999926910168412,1,2,"negative regulation of appetite","BP",1,"Pver_g7132, Pver_g15943"
"257",NA,NA,"GO:0032410",0.0359762333326238,0.999563224576339,1,3,"negative regulation of transporter activity","BP",1,"Pver_g13135, Pver_g17750, Pver_g19246"
"258",NA,NA,"GO:0032691",0.0322346857014407,0.99485170343545,3,72,"negative regulation of interleukin-1 beta production","BP",1,"Pver_g1776, Pver_g2204, Pver_g3217, Pver_g3420, Pver_g5452, Pver_g5453, Pver_g5454, Pver_g5936, Pver_g6248, Pver_g7050, Pver_g7332, Pver_g7387, Pver_g8714, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g9847, Pver_g10197, Pver_g10364, Pver_g10600, Pver_g10619, Pver_g10623, Pver_g10868, Pver_g11539, Pver_g11689, Pver_g11896, Pver_g12509, Pver_g12517, Pver_g13365, Pver_g13713, Pver_g14751, Pver_g14752, Pver_g14754, Pver_g14828, Pver_g14942, Pver_g15082, Pver_g15731, Pver_g16594, Pver_g16987, Pver_g16988, Pver_g16989, Pver_g17484, Pver_g17738, Pver_g17826, Pver_g17827, Pver_g18086, Pver_g18152, Pver_g18251, Pver_g18583, Pver_g19144, Pver_g19380, Pver_g19710, Pver_g19739, Pver_g20028, Pver_g20129, Pver_g20741, Pver_g20882, Pver_g20918, Pver_g20928, Pver_g20935, Pver_g21012, Pver_g21404, Pver_g21500, Pver_g21607, Pver_g21686, Pver_g21788, Pver_g21810, Pver_g22114, Pver_g22224, Pver_g22840, Pver_g22841, Pver_g26811, Pver_novel_model_525_5de57afd"
"259",NA,NA,"GO:0032693",0.0461975470619448,0.999187007003287,1,4,"negative regulation of interleukin-10 production","BP",1,"Pver_g15186, Pver_g15740, Pver_g16851, Pver_g23209"
"260",NA,NA,"GO:0032982",0.0359762333326238,0.999563224576339,1,3,"myosin filament","CC",1,"Pver_g1104, Pver_g8105, Pver_g11774"
"261",NA,NA,"GO:0034381",0.00130643438714983,0.999983568640522,2,6,"plasma lipoprotein particle clearance","BP",1,"Pver_g1039, Pver_g1126, Pver_g7083, Pver_g16615, Pver_g16616, Pver_g23026"
"262",NA,NA,"GO:0035095",0.00150278253475348,0.999927077661973,3,20,"behavioral response to nicotine","BP",1,"Pver_g6248, Pver_g7332, Pver_g8055, Pver_g8893, Pver_g8933, Pver_g8935, Pver_g10364, Pver_g10619, Pver_g10623, Pver_g11896, Pver_g12509, Pver_g12511, Pver_g12512, Pver_g12517, Pver_g13365, Pver_g14942, Pver_g17736, Pver_g17738, Pver_g17826, Pver_g17827, Pver_novel_model_525_5de57afd"
"263",NA,NA,"GO:0035915",0.0252049692623653,0.999786663771764,1,3,"pore formation in membrane of another organism","BP",1,"Pver_g14886, Pver_g14887, Pver_g21987"
"264",NA,NA,"GO:0038024",0.00431988305944988,0.999683951308812,3,30,"cargo receptor activity","MF",1,"Pver_g1039, Pver_g2066, Pver_g2542, Pver_g2867, Pver_g3556, Pver_g7083, Pver_g9425, Pver_g10268, Pver_g12061, Pver_g12831, Pver_g13135, Pver_g14500, Pver_g16577, Pver_g16615, Pver_g16616, Pver_g17072, Pver_g18022, Pver_g18497, Pver_g18799, Pver_g18817, Pver_g19246, Pver_g20008, Pver_g20394, Pver_g20485, Pver_g23026, Pver_g25600, Pver_g25760, Pver_g25761, Pver_g26515, Pver_g26520"
"265",NA,NA,"GO:0042221",0.0434598096087834,0.985507709343451,6,236,"response to chemical","BP",1,"Pver_g40, Pver_g60, Pver_g82, Pver_g234, Pver_g235, Pver_g237, Pver_g238, Pver_g239, Pver_g253, Pver_g270, Pver_g631, Pver_g664, Pver_g814, Pver_g815, Pver_g884, Pver_g983, Pver_g1076, Pver_g1139, Pver_g1513, Pver_g1526, Pver_g1739, Pver_g1849, Pver_g1944, Pver_g1989, Pver_g2130, Pver_g2132, Pver_g2167, Pver_g2210, Pver_g2339, Pver_g2524, Pver_g2598, Pver_g2976, Pver_g3038, Pver_g3039, Pver_g3392, Pver_g3435, Pver_g3490, Pver_g3780, Pver_g3913, Pver_g4016, Pver_g4099, Pver_g4158, Pver_g4218, Pver_g4228, Pver_g4262, Pver_g4273, Pver_g4320, Pver_g4331, Pver_g4484, Pver_g4572, Pver_g4697, Pver_g4842, Pver_g5459, Pver_g5824, Pver_g5899, Pver_g5946, Pver_g5947, Pver_g5949, Pver_g6167, Pver_g6203, Pver_g6276, Pver_g6298, Pver_g6448, Pver_g6598, Pver_g6610, Pver_g6611, Pver_g6633, Pver_g6681, Pver_g6801, Pver_g6822, Pver_g6865, Pver_g6893, Pver_g6901, Pver_g6988, Pver_g7031, Pver_g7099, Pver_g7274, Pver_g7288, Pver_g7406, Pver_g7436, Pver_g7598, Pver_g7837, Pver_g7856, Pver_g7980, Pver_g8062, Pver_g8147, Pver_g8149, Pver_g8209, Pver_g8492, Pver_g8709, Pver_g8802, Pver_g8803, Pver_g9161, Pver_g9163, Pver_g9266, Pver_g9281, Pver_g9497, Pver_g9737, Pver_g9927, Pver_g10010, Pver_g10045, Pver_g10146, Pver_g10152, Pver_g10292, Pver_g10331, Pver_g10385, Pver_g10784, Pver_g10786, Pver_g10822, Pver_g11090, Pver_g11095, Pver_g11123, Pver_g11136, Pver_g11762, Pver_g11887, Pver_g11910, Pver_g12008, Pver_g12016, Pver_g12030, Pver_g12076, Pver_g12124, Pver_g12125, Pver_g12315, Pver_g12366, Pver_g12469, Pver_g12983, Pver_g13414, Pver_g13424, Pver_g13440, Pver_g13645, Pver_g13654, Pver_g13686, Pver_g13698, Pver_g13704, Pver_g13817, Pver_g13874, Pver_g14126, Pver_g14136, Pver_g14209, Pver_g14211, Pver_g14212, Pver_g14374, Pver_g14376, Pver_g14379, Pver_g14453, Pver_g14660, Pver_g14673, Pver_g15069, Pver_g15165, Pver_g15178, Pver_g15219, Pver_g15313, Pver_g15330, Pver_g15334, Pver_g15411, Pver_g15596, Pver_g15645, Pver_g15735, Pver_g16174, Pver_g16501, Pver_g16518, Pver_g16675, Pver_g16801, Pver_g16871, Pver_g17104, Pver_g17266, Pver_g17369, Pver_g17400, Pver_g17435, Pver_g17452, Pver_g17532, Pver_g17533, Pver_g17548, Pver_g17587, Pver_g17734, Pver_g17737, Pver_g17880, Pver_g17969, Pver_g18027, Pver_g18381, Pver_g18496, Pver_g19023, Pver_g19100, Pver_g19129, Pver_g19192, Pver_g19204, Pver_g19347, Pver_g19454, Pver_g19499, Pver_g19597, Pver_g19788, Pver_g19889, Pver_g19903, Pver_g20175, Pver_g20271, Pver_g20455, Pver_g20608, Pver_g20654, Pver_g20700, Pver_g20878, Pver_g20964, Pver_g20990, Pver_g21058, Pver_g21059, Pver_g21487, Pver_g21557, Pver_g21569, Pver_g21911, Pver_g22475, Pver_g22900, Pver_g23181, Pver_g23328, Pver_g23394, Pver_g23560, Pver_g23592, Pver_g23652, Pver_g23792, Pver_g23831, Pver_g24031, Pver_g24187, Pver_g24342, Pver_g24540, Pver_g24878, Pver_g24942, Pver_g25449, Pver_g25581, Pver_g25661, Pver_g25718, Pver_g25829, Pver_g25898, Pver_g26076, Pver_g26079, Pver_g26158, Pver_g26304, Pver_g26330, Pver_g26454, Pver_g26455, Pver_g26802, Pver_novel_model_125_5de57afd, Pver_novel_model_268_5de57afd, Pver_novel_model_278_5de57afd, Pver_novel_model_459_5de57afd, Pver_novel_model_546_5de57afd, Pver_novel_model_548_5de57afd, Pver_novel_model_602_5de57afd, Pver_novel_model_603_5de57afd, Pver_novel_model_623_5de57afd, Pver_novel_model_641_5de57afd, Pver_novel_model_712_5de57afd, Pver_novel_model_715_5de57afd, Pver_novel_model_784_5de57afd, Pver_novel_model_814_5de57afd"
"266",NA,NA,"GO:0042593",0.0441701198077138,0.992017825052404,3,75,"glucose homeostasis","BP",1,"Pver_g84, Pver_g1067, Pver_g1068, Pver_g1252, Pver_g1590, Pver_g2240, Pver_g2643, Pver_g3101, Pver_g3181, Pver_g3256, Pver_g3389, Pver_g3973, Pver_g4635, Pver_g4709, Pver_g4739, Pver_g4794, Pver_g5784, Pver_g6042, Pver_g6069, Pver_g6378, Pver_g6959, Pver_g7019, Pver_g7172, Pver_g7240, Pver_g7241, Pver_g7242, Pver_g7391, Pver_g7747, Pver_g7882, Pver_g7971, Pver_g8205, Pver_g8711, Pver_g9329, Pver_g9354, Pver_g10059, Pver_g10746, Pver_g10950, Pver_g11054, Pver_g11055, Pver_g11382, Pver_g11771, Pver_g12746, Pver_g13031, Pver_g13135, Pver_g13321, Pver_g13324, Pver_g13913, Pver_g13943, Pver_g13944, Pver_g14243, Pver_g14771, Pver_g15167, Pver_g15281, Pver_g15382, Pver_g15701, Pver_g16851, Pver_g17154, Pver_g17156, Pver_g18012, Pver_g18106, Pver_g18239, Pver_g18620, Pver_g18973, Pver_g19061, Pver_g19246, Pver_g19624, Pver_g20380, Pver_g25000, Pver_g25107, Pver_g11247, Pver_g11835, Pver_g20943, Pver_g22145, Pver_g22190, Pver_g24030"
