"","seqid","source","type","start","end","score","strand","phase","gene_id","length"
"19154","Pver_Sc0001126_size43125",".","gene",10926,31462,".","+",".","Pver_g19195",20536
"19155","Pver_Sc0001127_size43077","AUGUSTUS","gene",17515,29788,".","-",".","Pver_g19196",12273
"19156","Pver_Sc0001127_size43077","AUGUSTUS","gene",40146,43077,".","+",".","Pver_g19197",2931
"19157","Pver_Sc0001128_size42931",".","gene",4646,41994,".","+",".","Pver_g19198",37348
"19158","Pver_Sc0001129_size42839","AUGUSTUS","gene",3075,6888,".","-",".","Pver_g19199",3813
"19159","Pver_Sc0001129_size42839","AUGUSTUS","gene",7676,17743,".","+",".","Pver_g19200",10067
"19160","Pver_Sc0001130_size42766",".","gene",14386,18585,".","+",".","Pver_g19201",4199
"19161","Pver_Sc0001130_size42766",".","gene",22492,24842,".","+",".","Pver_g19202",2350
"19162","Pver_Sc0001131_size42450",".","gene",446,7762,".","-",".","Pver_g19203",7316
"19163","Pver_Sc0001131_size42450",".","gene",10546,17140,".","-",".","Pver_g19204",6594
"19164","Pver_Sc0001132_size42415","AUGUSTUS","gene",4426,12593,".","+",".","Pver_g19205",8167
"19165","Pver_Sc0001132_size42415","AUGUSTUS","gene",14366,18847,".","+",".","Pver_g19206",4481
"19166","Pver_Sc0001132_size42415",".","gene",34026,38579,".","+",".","Pver_g19207",4553
"19167","Pver_Sc0001133_size42357","AUGUSTUS","gene",887,4339,".","+",".","Pver_g19208",3452
"19168","Pver_Sc0001133_size42357","AUGUSTUS","gene",25126,27599,".","+",".","Pver_g19209",2473
"19169","Pver_Sc0001134_size42318","AUGUSTUS","gene",1206,7411,".","+",".","Pver_g19210",6205
"19170","Pver_Sc0001135_size42276",".","gene",14386,27570,".","+",".","Pver_g19211",13184
"19171","Pver_Sc0001135_size42276","AUGUSTUS","gene",29522,34318,".","-",".","Pver_g19212",4796
"19172","Pver_Sc0001138_size42034",".","gene",522,8264,".","+",".","Pver_g19213",7742
"19173","Pver_Sc0001138_size42034","AUGUSTUS","gene",31286,41984,".","+",".","Pver_g19214",10698
"19174","Pver_Sc0001139_size41849",".","gene",2035,4125,".","+",".","Pver_g19215",2090
"19175","Pver_Sc0001139_size41849","AUGUSTUS","gene",6875,15148,".","-",".","Pver_g19216",8273
"19176","Pver_Sc0001139_size41849","AUGUSTUS","gene",15436,21679,".","+",".","Pver_g19217",6243
"19177","Pver_Sc0001139_size41849",".","gene",24039,31238,".","-",".","Pver_g19218",7199
"19178","Pver_Sc0001139_size41849",".","gene",33386,41370,".","+",".","Pver_g19219",7984
"19179","Pver_Sc0001140_size41780",".","gene",296,8186,".","+",".","Pver_g19220",7890
"19180","Pver_Sc0001140_size41780",".","gene",8065,16806,".","-",".","Pver_g19221",8741
"19181","Pver_Sc0001140_size41780","AUGUSTUS","gene",17707,25608,".","-",".","Pver_g19222",7901
"19182","Pver_Sc0001140_size41780",".","gene",28453,37648,".","+",".","Pver_g19223",9195
"19183","Pver_Sc0001141_size41680","AUGUSTUS","gene",21586,23179,".","+",".","Pver_g19224",1593
"19184","Pver_Sc0001141_size41680","AUGUSTUS","gene",29360,31408,".","-",".","Pver_g19225",2048
"19185","Pver_Sc0001142_size41575","AUGUSTUS","gene",12689,14658,".","-",".","Pver_g19226",1969
"19186","Pver_Sc0001142_size41575","AUGUSTUS","gene",33696,41209,".","+",".","Pver_g19227",7513
"19187","Pver_Sc0001144_size41383","AUGUSTUS","gene",5266,7032,".","+",".","Pver_g19228",1766
"19188","Pver_Sc0001144_size41383",".","gene",7326,18364,".","+",".","Pver_g19229",11038
"19189","Pver_Sc0001144_size41383","AUGUSTUS","gene",28176,29601,".","+",".","Pver_g19230",1425
"19190","Pver_Sc0001145_size41205",".","gene",1,10648,".","-",".","Pver_g19231",10647
"19191","Pver_Sc0001145_size41205",".","gene",12406,19644,".","+",".","Pver_g19232",7238
"19192","Pver_Sc0001145_size41205",".","gene",20696,25168,".","+",".","Pver_g19233",4472
"19193","Pver_Sc0001146_size41092","AUGUSTUS","gene",4199,14074,".","+",".","Pver_g19234",9875
"19194","Pver_Sc0001146_size41092",".","gene",17868,21038,".","-",".","Pver_g19235",3170
"19195","Pver_Sc0001147_size40961","AUGUSTUS","gene",2397,19368,".","-",".","Pver_g19236",16971
"19196","Pver_Sc0001147_size40961","AUGUSTUS","gene",23386,31214,".","+",".","Pver_g19237",7828
"19197","Pver_Sc0001147_size40961",".","gene",33157,39200,".","-",".","Pver_g19238",6043
"19198","Pver_Sc0001148_size40868",".","gene",466,5861,".","-",".","Pver_g19239",5395
"19199","Pver_Sc0001148_size40868",".","gene",7972,19706,".","-",".","Pver_g19240",11734
"19200","Pver_Sc0001148_size40868","AUGUSTUS","gene",23381,34018,".","-",".","Pver_g19241",10637
"19201","Pver_Sc0001148_size40868","AUGUSTUS","gene",36931,39458,".","-",".","Pver_g19242",2527
"19202","Pver_Sc0001149_size40799","AUGUSTUS","gene",40109,40799,".","-",".","Pver_g19243",690
"19203","Pver_Sc0001150_size40758","AUGUSTUS","gene",4666,16072,".","+",".","Pver_g19244",11406
"19204","Pver_Sc0001150_size40758","AUGUSTUS","gene",19554,36778,".","-",".","Pver_g19245",17224
"19205","Pver_Sc0001151_size40717","AUGUSTUS","gene",3126,26435,".","+",".","Pver_g19246",23309
"19206","Pver_Sc0001151_size40717","AUGUSTUS","gene",29996,34318,".","+",".","Pver_g19247",4322
"19207","Pver_Sc0001152_size40468","AUGUSTUS","gene",10886,12455,".","+",".","Pver_g19248",1569
"19208","Pver_Sc0001153_size36569",".","gene",533,6782,".","-",".","Pver_g19249",6249
"19209","Pver_Sc0001154_size40429",".","gene",1,12408,".","-",".","Pver_g19250",12407
"19210","Pver_Sc0001154_size40429",".","gene",18373,35728,".","-",".","Pver_g19251",17355
"19211","Pver_Sc0001155_size40216","AUGUSTUS","gene",1,16498,".","-",".","Pver_g19252",16497
"19212","Pver_Sc0001155_size40216","AUGUSTUS","gene",16593,21188,".","-",".","Pver_g19253",4595
"19213","Pver_Sc0001155_size40216",".","gene",28846,34959,".","+",".","Pver_g19254",6113
"19214","Pver_Sc0001155_size40216","AUGUSTUS","gene",37919,40128,".","-",".","Pver_g19255",2209
"19215","Pver_Sc0001156_size40134","AUGUSTUS","gene",5176,39980,".","+",".","Pver_g19256",34804
"19216","Pver_Sc0001157_size31565","AUGUSTUS","gene",10334,14268,".","-",".","Pver_g19257",3934
"19217","Pver_Sc0001158_size39951",".","gene",341,12871,".","+",".","Pver_g19258",12530
"19218","Pver_Sc0001158_size39951","AUGUSTUS","gene",16212,18778,".","-",".","Pver_g19259",2566
"19219","Pver_Sc0001159_size39946","AUGUSTUS","gene",3676,4188,".","+",".","Pver_g19260",512
"19220","Pver_Sc0001159_size39946","AUGUSTUS","gene",9006,11435,".","+",".","Pver_g19261",2429
"19221","Pver_Sc0001159_size39946","AUGUSTUS","gene",15856,25116,".","+",".","Pver_g19262",9260
"19222","Pver_Sc0001159_size39946","AUGUSTUS","gene",30846,39526,".","+",".","Pver_g19263",8680
"19223","Pver_Sc0001160_size39935","AUGUSTUS","gene",219,3602,".","+",".","Pver_g19264",3383
"19224","Pver_Sc0001160_size39935","AUGUSTUS","gene",3694,18978,".","-",".","Pver_g19265",15284
"19225","Pver_Sc0001161_size39871","AUGUSTUS","gene",570,9083,".","+",".","Pver_g19266",8513
"19226","Pver_Sc0001161_size39871","AUGUSTUS","gene",30886,39871,".","+",".","Pver_g19267",8985
"19227","Pver_Sc0001162_size39833","AUGUSTUS","gene",2,2546,".","+",".","Pver_g19268",2544
"19228","Pver_Sc0001162_size39833",".","gene",13216,19108,".","+",".","Pver_g19269",5892
"19229","Pver_Sc0001162_size39833",".","gene",21418,28808,".","-",".","Pver_g19270",7390
"19230","Pver_Sc0001162_size39833","AUGUSTUS","gene",29126,34741,".","+",".","Pver_g19271",5615
"19231","Pver_Sc0001163_size39829","AUGUSTUS","gene",5220,6866,".","+",".","Pver_g19272",1646
"19232","Pver_Sc0001163_size39829",".","gene",14752,27698,".","-",".","Pver_g19273",12946
"19233","Pver_Sc0001164_size39775","AUGUSTUS","gene",111,19538,".","-",".","Pver_g19274",19427
"19234","Pver_Sc0001164_size39775","AUGUSTUS","gene",23069,28668,".","-",".","Pver_g19275",5599
"19235","Pver_Sc0001164_size39775",".","gene",31850,38807,".","-",".","Pver_g19276",6957
"19236","Pver_Sc0001165_size39734","AUGUSTUS","gene",36674,38023,".","-",".","Pver_g19277",1349
"19237","Pver_Sc0001167_size39671","AUGUSTUS","gene",15660,16548,".","-",".","Pver_g19278",888
"19238","Pver_Sc0001168_size39646",".","gene",906,30084,".","+",".","Pver_g19279",29178
"19239","Pver_Sc0001168_size39646","AUGUSTUS","gene",30170,36708,".","-",".","Pver_g19280",6538
"19240","Pver_Sc0001169_size39607","AUGUSTUS","gene",11196,20317,".","+",".","Pver_g19281",9121
"19241","Pver_Sc0001169_size39607","AUGUSTUS","gene",32076,38313,".","+",".","Pver_g19282",6237
"19242","Pver_Sc0001170_size39590","AUGUSTUS","gene",1,13638,".","-",".","Pver_g19283",13637
"19243","Pver_Sc0001171_size36069","AUGUSTUS","gene",1003,2074,".","+",".","Pver_g19284",1071
"19244","Pver_Sc0001171_size36069",".","gene",3755,8068,".","-",".","Pver_g19285",4313
"19245","Pver_Sc0001171_size36069",".","gene",8202,19330,".","+",".","Pver_g19286",11128
"19246","Pver_Sc0001172_size39218","AUGUSTUS","gene",3656,7043,".","+",".","Pver_g19287",3387
"19247","Pver_Sc0001173_size39020","AUGUSTUS","gene",2546,5738,".","-",".","Pver_g19288",3192
"19248","Pver_Sc0001173_size39020","AUGUSTUS","gene",17711,20118,".","-",".","Pver_g19289",2407
"19249","Pver_Sc0001173_size39020","AUGUSTUS","gene",32936,38305,".","+",".","Pver_g19290",5369
"19250","Pver_Sc0001174_size39006","AUGUSTUS","gene",6496,12561,".","+",".","Pver_g19291",6065
"19251","Pver_Sc0001174_size39006","AUGUSTUS","gene",21656,30690,".","+",".","Pver_g19292",9034
"19252","Pver_Sc0001175_size28453","AUGUSTUS","gene",5873,11168,".","-",".","Pver_g19293",5295
"19253","Pver_Sc0001175_size28453","AUGUSTUS","gene",23861,27958,".","-",".","Pver_g19294",4097
"19254","Pver_Sc0001176_size38611",".","gene",1707,12807,".","-",".","Pver_g19295",11100
"19255","Pver_Sc0001176_size38611",".","gene",12684,30548,".","-",".","Pver_g19296",17864
"19256","Pver_Sc0001176_size38611",".","gene",31506,32458,".","+",".","Pver_g19297",952
"19257","Pver_Sc0001177_size38548","AUGUSTUS","gene",806,2330,".","+",".","Pver_g19298",1524
"19258","Pver_Sc0001177_size38548","AUGUSTUS","gene",4276,24778,".","+",".","Pver_g19299",20502
"19259","Pver_Sc0001178_size38530",".","gene",3091,32218,".","-",".","Pver_g19300",29127
"19260","Pver_Sc0001179_size38458","AUGUSTUS","gene",4919,8573,".","+",".","Pver_g19301",3654
"19261","Pver_Sc0001179_size38458","AUGUSTUS","gene",12896,33446,".","+",".","Pver_g19302",20550
"19262","Pver_Sc0001180_size38443","AUGUSTUS","gene",1136,4593,".","+",".","Pver_g19303",3457
"19263","Pver_Sc0001180_size38443",".","gene",22946,27012,".","+",".","Pver_g19304",4066
"19264","Pver_Sc0001181_size38274","AUGUSTUS","gene",1,1568,".","-",".","Pver_g19305",1567
"19265","Pver_Sc0001181_size38274",".","gene",26202,32468,".","-",".","Pver_g19306",6266
"19266","Pver_Sc0001182_size38253","AUGUSTUS","gene",5640,24798,".","-",".","Pver_g19307",19158
"19267","Pver_Sc0001182_size38253","AUGUSTUS","gene",29566,32211,".","+",".","Pver_g19308",2645
"19268","Pver_Sc0001183_size38222","AUGUSTUS","gene",2,3473,".","+",".","Pver_g19309",3471
"19269","Pver_Sc0001183_size38222","AUGUSTUS","gene",16136,22143,".","+",".","Pver_g19310",6007
"19270","Pver_Sc0001183_size38222",".","gene",23726,26134,".","-",".","Pver_g19311",2408
"19271","Pver_Sc0001183_size38222","AUGUSTUS","gene",27471,32768,".","-",".","Pver_g19312",5297
"19272","Pver_Sc0001184_size38205","AUGUSTUS","gene",10047,11958,".","-",".","Pver_g19313",1911
"19273","Pver_Sc0001184_size38205","AUGUSTUS","gene",20526,31759,".","+",".","Pver_g19314",11233
"19274","Pver_Sc0001185_size38177","AUGUSTUS","gene",2,22198,".","+",".","Pver_g19315",22196
"19275","Pver_Sc0001185_size38177","AUGUSTUS","gene",23481,34158,".","-",".","Pver_g19316",10677
"19276","Pver_Sc0001185_size38177",".","gene",35226,37141,".","+",".","Pver_g19317",1915
"19277","Pver_Sc0001186_size38143",".","gene",8016,11845,".","+",".","Pver_g19318",3829
"19278","Pver_Sc0001186_size38143",".","gene",11603,14287,".","-",".","Pver_g19319",2684
"19279","Pver_Sc0001186_size38143","AUGUSTUS","gene",22186,32088,".","+",".","Pver_g19320",9902
"19280","Pver_Sc0001186_size38143","AUGUSTUS","gene",33516,34568,".","+",".","Pver_g19321",1052
"19281","Pver_Sc0001187_size38124",".","gene",15,4015,".","+",".","Pver_g19322",4000
"19282","Pver_Sc0001187_size38124","AUGUSTUS","gene",13186,15454,".","+",".","Pver_g19323",2268
"19283","Pver_Sc0001187_size38124","AUGUSTUS","gene",36309,38124,".","-",".","Pver_g19324",1815
"19284","Pver_Sc0001188_size38032","AUGUSTUS","gene",3295,4781,".","+",".","Pver_g19325",1486
"19285","Pver_Sc0001189_size38028",".","gene",2,4162,".","+",".","Pver_g19326",4160
"19286","Pver_Sc0001189_size38028","AUGUSTUS","gene",24141,34208,".","-",".","Pver_g19327",10067
"19287","Pver_Sc0001189_size38028","AUGUSTUS","gene",36136,38028,".","+",".","Pver_g19328",1892
"19288","Pver_Sc0001190_size38006","AUGUSTUS","gene",13881,18348,".","-",".","Pver_g19329",4467
"19289","Pver_Sc0001190_size38006","AUGUSTUS","gene",19546,22775,".","+",".","Pver_g19330",3229
"19290","Pver_Sc0001190_size38006","AUGUSTUS","gene",23388,36708,".","-",".","Pver_g19331",13320
"19291","Pver_Sc0001191_size37917","AUGUSTUS","gene",2924,11338,".","-",".","Pver_g19332",8414
"19292","Pver_Sc0001191_size37917",".","gene",14937,21249,".","+",".","Pver_g19333",6312
"19293","Pver_Sc0001191_size37917",".","gene",27986,35244,".","+",".","Pver_g19334",7258
"19294","Pver_Sc0001192_size37809","AUGUSTUS","gene",19846,22185,".","+",".","Pver_g19335",2339
"19295","Pver_Sc0001193_size37746","AUGUSTUS","gene",3286,7822,".","+",".","Pver_g19336",4536
"19296","Pver_Sc0001193_size37746","AUGUSTUS","gene",19834,22478,".","-",".","Pver_g19337",2644
"19297","Pver_Sc0001193_size37746",".","gene",33596,37651,".","+",".","Pver_g19338",4055
"19298","Pver_Sc0001194_size37706","AUGUSTUS","gene",214,13988,".","-",".","Pver_g19339",13774
"19299","Pver_Sc0001194_size37706","AUGUSTUS","gene",20676,22219,".","+",".","Pver_g19340",1543
"19300","Pver_Sc0001195_size37611","AUGUSTUS","gene",1,21058,".","-",".","Pver_g19341",21057
"19301","Pver_Sc0001196_size37550",".","gene",32126,37447,".","+",".","Pver_g19342",5321
"19302","Pver_Sc0001197_size37468",".","gene",463,12804,".","+",".","Pver_g19343",12341
"19303","Pver_Sc0001197_size37468","AUGUSTUS","gene",12888,23158,".","-",".","Pver_g19344",10270
"19304","Pver_Sc0001197_size37468",".","gene",27683,31248,".","-",".","Pver_g19345",3565
"19305","Pver_Sc0001198_size37411",".","gene",8896,17311,".","+",".","Pver_g19346",8415
"19306","Pver_Sc0001198_size37411",".","gene",24877,28424,".","+",".","Pver_g19347",3547
"19307","Pver_Sc0001198_size37411",".","gene",33267,34575,".","-",".","Pver_g19348",1308
"19308","Pver_Sc0001199_size37407",".","gene",5813,25308,".","-",".","Pver_g19349",19495
"19309","Pver_Sc0001201_size37219","AUGUSTUS","gene",2803,3576,".","+",".","Pver_g19350",773
"19310","Pver_Sc0001202_size37204",".","gene",8000,35768,".","-",".","Pver_g19351",27768
"19311","Pver_Sc0001203_size37131","AUGUSTUS","gene",661,12861,".","+",".","Pver_g19352",12200
"19312","Pver_Sc0001203_size37131",".","gene",20396,23434,".","+",".","Pver_g19353",3038
"19313","Pver_Sc0001203_size37131","AUGUSTUS","gene",29516,33281,".","+",".","Pver_g19354",3765
"19314","Pver_Sc0001204_size36720","AUGUSTUS","gene",12926,15538,".","-",".","Pver_g19355",2612
"19315","Pver_Sc0001204_size36720","AUGUSTUS","gene",15886,32874,".","+",".","Pver_g19356",16988
"19316","Pver_Sc0001205_size36716",".","gene",15215,27068,".","-",".","Pver_g19357",11853
"19317","Pver_Sc0001206_size36546","AUGUSTUS","gene",279,4618,".","-",".","Pver_g19358",4339
"19318","Pver_Sc0001206_size36546",".","gene",7276,11409,".","+",".","Pver_g19359",4133
"19319","Pver_Sc0001206_size36546",".","gene",13676,16526,".","+",".","Pver_g19360",2850
"19320","Pver_Sc0001206_size36546",".","gene",17203,35518,".","-",".","Pver_g19361",18315
"19321","Pver_Sc0001207_size36383","AUGUSTUS","gene",1410,8738,".","-",".","Pver_g19362",7328
"19322","Pver_Sc0001207_size36383","AUGUSTUS","gene",10626,26908,".","+",".","Pver_g19363",16282
"19323","Pver_Sc0001208_size36356","AUGUSTUS","gene",6,16804,".","+",".","Pver_g19364",16798
"19324","Pver_Sc0001208_size36356","AUGUSTUS","gene",21035,33668,".","-",".","Pver_g19365",12633
"19325","Pver_Sc0001209_size36212","AUGUSTUS","gene",1,1118,".","-",".","Pver_g19366",1117
"19326","Pver_Sc0001209_size36212","AUGUSTUS","gene",10406,16969,".","+",".","Pver_g19367",6563
"19327","Pver_Sc0001209_size36212","AUGUSTUS","gene",18246,26813,".","+",".","Pver_g19368",8567
"19328","Pver_Sc0001209_size36212","AUGUSTUS","gene",27656,30282,".","+",".","Pver_g19369",2626
"19329","Pver_Sc0001211_size36026","AUGUSTUS","gene",17991,21718,".","-",".","Pver_g19370",3727
"19330","Pver_Sc0001212_size35808","AUGUSTUS","gene",98,1318,".","+",".","Pver_g19371",1220
"19331","Pver_Sc0001212_size35808","AUGUSTUS","gene",1587,2998,".","-",".","Pver_g19372",1411
"19332","Pver_Sc0001212_size35808","AUGUSTUS","gene",8146,19392,".","+",".","Pver_g19373",11246
"19333","Pver_Sc0001213_size35788","AUGUSTUS","gene",1,7208,".","-",".","Pver_g19374",7207
"19334","Pver_Sc0001213_size35788",".","gene",17541,27648,".","-",".","Pver_g19375",10107
"19335","Pver_Sc0001214_size35697","AUGUSTUS","gene",2030,3918,".","-",".","Pver_g19376",1888
"19336","Pver_Sc0001214_size35697","AUGUSTUS","gene",7146,19609,".","+",".","Pver_g19377",12463
"19337","Pver_Sc0001215_size35686",".","gene",14212,19938,".","-",".","Pver_g19378",5726
"19338","Pver_Sc0001215_size35686","AUGUSTUS","gene",22804,25988,".","-",".","Pver_g19379",3184
"19339","Pver_Sc0001217_size35645","AUGUSTUS","gene",1583,2402,".","+",".","Pver_g19380",819
"19340","Pver_Sc0001217_size35645",".","gene",4109,19708,".","-",".","Pver_g19381",15599
"19341","Pver_Sc0001217_size35645",".","gene",23713,35254,".","-",".","Pver_g19382",11541
"19342","Pver_Sc0001218_size35578","AUGUSTUS","gene",2440,3685,".","+",".","Pver_g19383",1245
"19343","Pver_Sc0001218_size35578","AUGUSTUS","gene",5070,19148,".","-",".","Pver_g19384",14078
"19344","Pver_Sc0001218_size35578","AUGUSTUS","gene",21186,26915,".","+",".","Pver_g19385",5729
"19345","Pver_Sc0001219_size35476","AUGUSTUS","gene",10956,17953,".","+",".","Pver_g19386",6997
"19346","Pver_Sc0001219_size35476",".","gene",25196,29304,".","+",".","Pver_g19387",4108
"19347","Pver_Sc0001220_size35453","AUGUSTUS","gene",8936,25897,".","+",".","Pver_g19388",16961
"19348","Pver_Sc0001221_size35443","AUGUSTUS","gene",4754,6228,".","-",".","Pver_g19389",1474
"19349","Pver_Sc0001221_size35443","AUGUSTUS","gene",6846,8334,".","+",".","Pver_g19390",1488
"19350","Pver_Sc0001221_size35443","AUGUSTUS","gene",9042,19438,".","-",".","Pver_g19391",10396
"19351","Pver_Sc0001221_size35443","AUGUSTUS","gene",29112,34508,".","-",".","Pver_g19392",5396
"19352","Pver_Sc0001223_size35117","AUGUSTUS","gene",783,15188,".","-",".","Pver_g19393",14405
"19353","Pver_Sc0001223_size35117","AUGUSTUS","gene",21626,34228,".","-",".","Pver_g19394",12602
"19354","Pver_Sc0001224_size35003","AUGUSTUS","gene",26616,31768,".","-",".","Pver_g19395",5152
"19355","Pver_Sc0001225_size31401","AUGUSTUS","gene",2000,7991,".","+",".","Pver_g19396",5991
"19356","Pver_Sc0001226_size34843","AUGUSTUS","gene",2766,4649,".","+",".","Pver_g19397",1883
"19357","Pver_Sc0001226_size34843","AUGUSTUS","gene",13380,21268,".","-",".","Pver_g19398",7888
"19358","Pver_Sc0001226_size34843",".","gene",21441,28778,".","-",".","Pver_g19399",7337
"19359","Pver_Sc0001227_size34834","AUGUSTUS","gene",2897,8068,".","-",".","Pver_g19400",5171
"19360","Pver_Sc0001227_size34834",".","gene",18786,26127,".","+",".","Pver_g19401",7341
"19361","Pver_Sc0001228_size34794","AUGUSTUS","gene",427,8667,".","+",".","Pver_g19402",8240
"19362","Pver_Sc0001228_size34794",".","gene",17869,20088,".","-",".","Pver_g19403",2219
"19363","Pver_Sc0001228_size34794","AUGUSTUS","gene",28368,30468,".","-",".","Pver_g19404",2100
"19364","Pver_Sc0001229_size34794",".","gene",6526,33293,".","+",".","Pver_g19405",26767
"19365","Pver_Sc0001230_size34624","AUGUSTUS","gene",576,15949,".","+",".","Pver_g19406",15373
"19366","Pver_Sc0001230_size34624","AUGUSTUS","gene",18772,34624,".","-",".","Pver_g19407",15852
"19367","Pver_Sc0001231_size34486","AUGUSTUS","gene",17036,25382,".","+",".","Pver_g19408",8346
"19368","Pver_Sc0001232_size34423","AUGUSTUS","gene",10206,13524,".","+",".","Pver_g19409",3318
"19369","Pver_Sc0001233_size34342","AUGUSTUS","gene",2,240,".","+",".","Pver_g19410",238
"19370","Pver_Sc0001233_size34342","AUGUSTUS","gene",2879,3958,".","-",".","Pver_g19411",1079
"19371","Pver_Sc0001233_size34342","AUGUSTUS","gene",5426,8192,".","+",".","Pver_g19412",2766
"19372","Pver_Sc0001233_size34342",".","gene",13430,19611,".","-",".","Pver_g19413",6181
"19373","Pver_Sc0001234_size34015",".","gene",13527,16318,".","-",".","Pver_g19414",2791
"19374","Pver_Sc0001234_size34015","AUGUSTUS","gene",27168,29234,".","-",".","Pver_g19415",2066
"19375","Pver_Sc0001235_size33905","AUGUSTUS","gene",277,1855,".","+",".","Pver_g19416",1578
"19376","Pver_Sc0001235_size33905",".","gene",19876,27043,".","+",".","Pver_g19417",7167
"19377","Pver_Sc0001235_size33905","AUGUSTUS","gene",28779,30158,".","-",".","Pver_g19418",1379
"19378","Pver_Sc0001237_size33447","AUGUSTUS","gene",2,7062,".","+",".","Pver_g19419",7060
"19379","Pver_Sc0001237_size33447","AUGUSTUS","gene",13276,18113,".","+",".","Pver_g19420",4837
"19380","Pver_Sc0001237_size33447","AUGUSTUS","gene",18356,21898,".","-",".","Pver_g19421",3542
"19381","Pver_Sc0001237_size33447","AUGUSTUS","gene",23146,33447,".","+",".","Pver_g19422",10301
"19382","Pver_Sc0001238_size33385",".","gene",1600,12461,".","-",".","Pver_g19423",10861
"19383","Pver_Sc0001239_size33339",".","gene",5714,12028,".","-",".","Pver_g19424",6314
"19384","Pver_Sc0001239_size33339","AUGUSTUS","gene",30526,33339,".","+",".","Pver_g19425",2813
"19385","Pver_Sc0001240_size33226",".","gene",12202,17668,".","-",".","Pver_g19426",5466
"19386","Pver_Sc0001242_size32807",".","gene",2090,8231,".","+",".","Pver_g19427",6141
"19387","Pver_Sc0001242_size32807",".","gene",18586,23378,".","+",".","Pver_g19428",4792
"19388","Pver_Sc0001243_size32619","AUGUSTUS","gene",524,16176,".","+",".","Pver_g19429",15652
"19389","Pver_Sc0001243_size32619","AUGUSTUS","gene",19167,30182,".","-",".","Pver_g19430",11015
"19390","Pver_Sc0001246_size32351","AUGUSTUS","gene",3415,22388,".","-",".","Pver_g19431",18973
"19391","Pver_Sc0001246_size32351","AUGUSTUS","gene",24296,26047,".","+",".","Pver_g19432",1751
"19392","Pver_Sc0001248_size32213","AUGUSTUS","gene",2,3035,".","+",".","Pver_g19433",3033
"19393","Pver_Sc0001250_size32115","AUGUSTUS","gene",11231,31658,".","-",".","Pver_g19434",20427
"19394","Pver_Sc0001251_size32090","AUGUSTUS","gene",217,31988,".","-",".","Pver_g19435",31771
"19395","Pver_Sc0001252_size32069","AUGUSTUS","gene",18606,21381,".","+",".","Pver_g19436",2775
"19396","Pver_Sc0001253_size32057",".","gene",6035,9580,".","+",".","Pver_g19437",3545
"19397","Pver_Sc0001254_size32004","AUGUSTUS","gene",1278,6268,".","-",".","Pver_g19438",4990
"19398","Pver_Sc0001255_size31911","AUGUSTUS","gene",2906,12318,".","+",".","Pver_g19439",9412
"19399","Pver_Sc0001255_size31911","AUGUSTUS","gene",16731,18408,".","-",".","Pver_g19440",1677
"19400","Pver_Sc0001255_size31911","AUGUSTUS","gene",24944,26248,".","-",".","Pver_g19441",1304
"19401","Pver_Sc0001256_size31750","AUGUSTUS","gene",2,1639,".","+",".","Pver_g19442",1637
"19402","Pver_Sc0001256_size31750","AUGUSTUS","gene",20431,26138,".","-",".","Pver_g19443",5707
"19403","Pver_Sc0001257_size31532","AUGUSTUS","gene",7516,16097,".","+",".","Pver_g19444",8581
"19404","Pver_Sc0001257_size31532","AUGUSTUS","gene",17063,18728,".","-",".","Pver_g19445",1665
"19405","Pver_Sc0001257_size31532","AUGUSTUS","gene",24606,30590,".","+",".","Pver_g19446",5984
"19406","Pver_Sc0001258_size31562","AUGUSTUS","gene",4136,30652,".","+",".","Pver_g19447",26516
"19407","Pver_Sc0001259_size31413","AUGUSTUS","gene",5650,23308,".","-",".","Pver_g19448",17658
"19408","Pver_Sc0001260_size31383","AUGUSTUS","gene",545,16018,".","-",".","Pver_g19449",15473
"19409","Pver_Sc0001260_size31383",".","gene",17276,28558,".","-",".","Pver_g19450",11282
"19410","Pver_Sc0001261_size31381","AUGUSTUS","gene",2,1123,".","+",".","Pver_g19451",1121
"19411","Pver_Sc0001261_size31381",".","gene",7856,29691,".","+",".","Pver_g19452",21835
"19412","Pver_Sc0001262_size31243","AUGUSTUS","gene",3566,4683,".","+",".","Pver_g19453",1117
"19413","Pver_Sc0001262_size31243","AUGUSTUS","gene",17376,30993,".","+",".","Pver_g19454",13617
"19414","Pver_Sc0001262_size31243",".","gene",19721,22468,".","-",".","Pver_g19455",2747
"19415","Pver_Sc0001263_size31242","AUGUSTUS","gene",975,14138,".","-",".","Pver_g19456",13163
"19416","Pver_Sc0001263_size31242","AUGUSTUS","gene",17361,23368,".","-",".","Pver_g19457",6007
"19417","Pver_Sc0001264_size31236","AUGUSTUS","gene",4306,12768,".","-",".","Pver_g19458",8462
"19418","Pver_Sc0001264_size31236","AUGUSTUS","gene",15219,23048,".","-",".","Pver_g19459",7829
"19419","Pver_Sc0001265_size31182","AUGUSTUS","gene",1905,9108,".","-",".","Pver_g19460",7203
"19420","Pver_Sc0001266_size31073","AUGUSTUS","gene",4363,12708,".","-",".","Pver_g19461",8345
"19421","Pver_Sc0001266_size31073","AUGUSTUS","gene",14935,17438,".","-",".","Pver_g19462",2503
"19422","Pver_Sc0001267_size25976",".","gene",17136,25687,".","+",".","Pver_g19463",8551
"19423","Pver_Sc0001268_size30986","AUGUSTUS","gene",2,403,".","+",".","Pver_g19464",401
