"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1634 0.206239748222768 3 16 "GO:0032036" "myosin heavy chain binding" 0.566824272232276
-1356 0.487798586505948 2 7 "GO:0032050" "clathrin heavy chain binding" 0.800539796573418
-3777 0.0735378034247512 2 6 "GO:0032135" "DNA insertion or deletion binding" 0.349646284684969
705 0.651257059258971 3 11 "GO:0032183" "SUMO binding" 0.884243926531023
-2000 0.387031566107111 4 5 "GO:0032217" "riboflavin transmembrane transporter activity" 0.733353145260733
1401 0.119854323850947 2 33 "GO:0032266" "phosphatidylinositol-3-phosphate binding" 0.449541584179945
-1035 0.571318014150112 7 8 "GO:0032357;GO:0032356" "oxidized purine DNA binding" 0.841838410251144
2336 0.175418229607444 4 9 "GO:0032393" "MHC class I receptor activity" 0.535932799668203
-479 0.748120694824251 3 12 "GO:0032404" "mismatch repair complex binding" 0.939734214480078
662 0.77481062789277 2 5 "GO:0032405" "MutLalpha complex binding" 0.941586550608573
-1257 0.520230873994857 2 7 "GO:0032407" "MutSalpha complex binding" 0.815410891960076
-435 0.650731322075677 2 29 "GO:0032451" "demethylase activity" 0.884243926531023
-758 0.557494395509453 2 16 "GO:0032452;GO:0140457" "histone demethylase activity" 0.834935985780551
-1353 0.459297009677379 2 8 "GO:0032574" "5'-3' RNA helicase activity" 0.788892349568023
-1166 0.382382068657633 2 15 "GO:0032794" "GTPase activating protein binding" 0.729433646121065
245 0.682581281911694 5 75 "GO:0032813" "tumor necrosis factor receptor superfamily binding" 0.910846531700123
192 0.791252540658283 3 51 "GO:0032934" "sterol binding" 0.947210202312479
-1803 0.176996567903531 2 15 "GO:0032977;GO:0140597" "protein carrier chaperone" 0.536143529466578
562 0.706562418016529 2 12 "GO:0033040" "sour taste receptor activity" 0.921955928018815
256 0.547939075935587 2 148 "GO:0033218" "amide binding" 0.828694430768266
2060 0.373084513970114 3 5 "GO:0033229" "cysteine transmembrane transporter activity" 0.723138959250939
-111 0.893248979008838 4 39 "GO:0033293" "monocarboxylic acid binding" 0.977596594136516
3479 0.0333609555597885 4 10 "GO:0033300" "dehydroascorbic acid transmembrane transporter activity" 0.238372414307092
591 0.762271361172964 5 7 "GO:0033549" "MAP kinase phosphatase activity" 0.939734214480078
-3382 0.0497717603228414 3 9 "GO:0033677" "DNA/RNA helicase activity" 0.291964721052851
-6156 0.00354030815201611 4 6 "GO:0033678" "5'-3' DNA/RNA helicase activity" 0.0514551605275978
1342 0.124979458584666 3 35 "GO:0033691" "sialic acid binding" 0.455659220002238
-1212 0.178615527659746 3 33 "GO:0033764;GO:0016229" "steroid dehydrogenase activity" 0.536143529466578
-4348 0.0173824642506215 2 8 "GO:0033781" "cholesterol 24-hydroxylase activity" 0.155230739343115
-1609 0.378876673450629 4 8 "GO:0034046" "poly(G) binding" 0.728696639614067
-679 0.155201696690587 3 118 "GO:0034061" "DNA polymerase activity" 0.518725261826913
-33 0.96440833457101 4 49 "GO:0034062;GO:0097747" "5'-3' RNA polymerase activity" 0.985151725812078
1580 0.194916342983815 3 18 "GO:0034185" "apolipoprotein binding" 0.547907698189669
3898 0.064761406407257 2 6 "GO:0034186;GO:0030226" "apolipoprotein A-I binding" 0.326101727538904
-2949 0.162415214579481 2 6 "GO:0034235" "GPI anchor binding" 0.527231115348112
532 0.757536220671651 4 9 "GO:0034236" "protein kinase A catalytic subunit binding" 0.939734214480078
-1010 0.580653895512773 3 8 "GO:0034237" "protein kinase A regulatory subunit binding" 0.845850036857445
745 0.632623323942624 2 11 "GO:0034450" "ubiquitin-ubiquitin ligase activity" 0.871902188925233
534 0.770181948132398 2 8 "GO:0034452" "dynactin binding" 0.940595988702229
609 0.792427612567907 2 5 "GO:0034458" "3'-5' RNA helicase activity" 0.947210202312479
-2111 0.220780729795423 5 9 "GO:0034483" "heparan sulfate sulfotransferase activity" 0.581025830058325
-586 0.694682138022977 3 12 "GO:0034511" "U3 snoRNA binding" 0.917086999014118
-93 0.944607145732837 5 15 "GO:0034593" "phosphatidylinositol bisphosphate phosphatase activity" 0.985151725812078
1261 0.464355936162194 5 9 "GO:0034595" "phosphatidylinositol phosphate 5-phosphatase activity" 0.788892349568023
-2255 0.285299661576517 2 6 "GO:0034596" "phosphatidylinositol phosphate 4-phosphatase activity" 0.653939546875207
2086 0.323151425970049 2 6 "GO:0034713" "type I transforming growth factor beta receptor binding" 0.682030814877381
3347 0.147809394403036 2 5 "GO:0034722" "gamma-glutamyl-peptidase activity" 0.504128574510621
-2587 0.263231888646502 3 5 "GO:0034875;GO:0033695;GO:0062181" "1-alpha,25-dihydroxyvitamin D3 23-hydroxylase activity" 0.629472969051029
1936 0.0942346104173356 2 20 "GO:0035035" "histone acetyltransferase binding" 0.397775797768225
-1096 0.180415977031082 4 40 "GO:0035064;GO:0140034" "methylation-dependent protein binding" 0.538738089458997
609 0.0883093366118174 2 212 "GO:0035091" "phosphatidylinositol binding" 0.381579870022008
521 0.636749771050876 2 22 "GO:0035173" "histone kinase activity" 0.875702104488248
-265 0.892180831440328 2 7 "GO:0035197" "siRNA binding" 0.977596594136516
-655 0.543408017505368 2 23 "GO:0035198" "miRNA binding" 0.828694430768266
-1498 0.118845975879452 3 29 "GO:0035250;GO:0008378" "galactosyltransferase activity" 0.447423321975011
-1770 0.304377109449509 3 9 "GO:0035251" "UDP-glucosyltransferase activity" 0.662497505684497
-1899 0.298892356258018 5 8 "GO:0035252;GO:0042285" "UDP-xylosyltransferase activity" 0.662497505684497
-41 0.966775077244504 2 28 "GO:0035254" "glutamate receptor binding" 0.985151725812078
58 0.968786103583782 3 12 "GO:0035255" "ionotropic glutamate receptor binding" 0.985151725812078
-135 0.953599929260328 2 5 "GO:0035256" "G protein-coupled glutamate receptor binding" 0.985151725812078
-90 0.968976443371066 2 5 "GO:0035259" "nuclear glucocorticoid receptor binding" 0.985151725812078
-3880 0.0932998002014636 2 5 "GO:0035312" "5'-3' DNA exonuclease activity" 0.396733715506962
-2427 0.184232305078611 2 8 "GO:0035325" "Toll-like receptor binding" 0.545292676922678
-1294 0.539788653182995 2 6 "GO:0035368" "selenocysteine insertion sequence binding" 0.828694430768266
-1115 0.568177397950842 3 7 "GO:0035375" "zymogen binding" 0.84011432598743
-1729 0.454648344594485 2 5 "GO:0035381" "ATP-gated ion channel activity" 0.78613490416778
4373 0.0111854242210866 2 9 "GO:0035438;GO:0061507;GO:0140702" "cyclic-di-GMP binding" 0.114449260630158
-1867 0.419342814006118 2 5 "GO:0035515" "oxidative RNA demethylase activity" 0.762765368648857
12 0.990227817363822 3 30 "GO:0035591" "signaling adaptor activity" 0.994341275711856
346 0.83259142090242 3 10 "GO:0035612" "AP-2 adaptor complex binding" 0.96108702827996
2485 0.0831211379460332 5 13 "GO:0035613" "RNA stem-loop binding" 0.374075822904298
761 0.59564438960536 4 13 "GO:0035615;GO:0140312" "cargo adaptor activity" 0.859223219002893
249 0.0287078754443616 2 2388 "GO:0035639;GO:0032555;GO:0017076;GO:0032553;GO:0097367" "carbohydrate derivative binding" 0.222529531474779
-3735 0.106237052771928 3 5 "GO:0035650" "AP-1 adaptor complex binding" 0.419374044738568
-69 0.976220852335292 2 5 "GO:0035663" "Toll-like receptor 2 binding" 0.988809388769144
65 0.977669988688496 3 5 "GO:0035727" "lysophosphatidic acid binding" 0.989137016449246
391 0.75516072240337 2 17 "GO:0035925" "mRNA 3'-UTR AU-rich region binding" 0.939734214480078
-1228 0.160405399305074 2 35 "GO:0036002" "pre-mRNA binding" 0.526047450541512
606 0.756481195073042 5 7 "GO:0036041" "long-chain fatty acid binding" 0.939734214480078
-1981 0.348079987618733 2 6 "GO:0036042" "long-chain fatty acyl-CoA binding" 0.705893874583258
-827 0.651165594529807 2 8 "GO:0036122" "BMP binding" 0.884243926531023
808 0.588207711973186 4 12 "GO:0036310;GO:1990814;GO:0140666" "annealing activity" 0.854819627808765
1850 0.00607500549300628 3 59 "GO:0036312;GO:0043548" "phosphatidylinositol 3-kinase binding" 0.0776993202555503
2578 0.0398443834035265 2 17 "GO:0036374" "glutathione hydrolase activity" 0.258685108492946
-1217 0.564342207389673 2 6 "GO:0036402" "proteasome-activating activity" 0.838660809205818
-1175 0.451057829546067 2 11 "GO:0036435" "K48-linked polyubiquitin modification-dependent protein binding" 0.78522937850716
1125 0.0106259784820157 1 139 "GO:0038024" "cargo receptor activity" 0.112990580888067
1113 0.117550100892229 2 53 "GO:0038187" "pattern recognition receptor activity" 0.444812364027103
3537 0.126116781767625 2 5 "GO:0039706" "co-receptor binding" 0.455659220002238
-1112 0.158886657695612 3 43 "GO:0042054" "histone methyltransferase activity" 0.522406260135444
2079 0.227764507921409 4 9 "GO:0042056" "chemoattractant activity" 0.591384079721411
-1866 0.0659025073791175 2 26 "GO:0042162" "telomeric DNA binding" 0.329255105226138
2700 0.0228556938849876 5 19 "GO:0042166" "acetylcholine binding" 0.19061299307919
1963 0.0376546719095437 2 30 "GO:0042169" "SH2 domain binding" 0.253475396696349
-616 0.603945863643031 2 19 "GO:0042171;GO:0071617" "lysophospholipid acyltransferase activity" 0.862105758481514
1059 0.0181047368345146 2 134 "GO:0042277" "peptide binding" 0.159696264905822
1437 0.182740561117986 4 23 "GO:0042287;GO:0042288" "MHC protein binding" 0.542285795057782
909 0.597895607146661 2 9 "GO:0042301" "phosphate ion binding" 0.860318369947458
-1069 0.0174771121699832 3 133 "GO:0042393" "histone binding" 0.155230739343115
1342 0.0504066343599095 2 57 "GO:0042562" "hormone binding" 0.291964721052851
742 0.684816354101619 2 8 "GO:0042577" "lipid phosphatase activity" 0.912375121766636
326 0.877435390481079 2 6 "GO:0042609" "CD4 receptor binding" 0.975012914357341
-3196 0.0506511561651074 5 10 "GO:0042800" "histone H3K4 methyltransferase activity" 0.291964721052851
-170 0.201519768071869 3 1661 "GO:0042802" "identical protein binding" 0.559097143956443
69 0.772675750833804 4 481 "GO:0042803" "protein homodimerization activity" 0.94110169315998
1765 0.218492143469356 4 13 "GO:0042805" "actinin binding" 0.58046930749676
-2389 0.0646163341130315 4 16 "GO:0042813" "Wnt receptor activity" 0.326101727538904
142 0.793336947679848 2 92 "GO:0042826" "histone deacetylase binding" 0.947411723699837
1074 0.0784395633196415 3 72 "GO:0042887" "amide transmembrane transporter activity" 0.362324326130852
-1157 0.479405584259809 4 10 "GO:0042974" "nuclear retinoic acid receptor binding" 0.800539796573418
-1551 0.396235623176146 2 8 "GO:0042975" "peroxisome proliferator activated receptor binding" 0.743952977507901
134 0.941459071727172 2 8 "GO:0043008" "ATP-dependent protein binding" 0.985151725812078
647 0.508013184094184 3 28 "GO:0043014" "alpha-tubulin binding" 0.809019465200667
-969 0.439704219244507 2 17 "GO:0043015" "gamma-tubulin binding" 0.774630435831576
-184 0.715283310193454 3 106 "GO:0043021" "ribonucleoprotein complex binding" 0.928779039327338
-64 0.920204497492462 2 65 "GO:0043022" "ribosome binding" 0.985151725812078
-778 0.670548064740079 3 8 "GO:0043023" "ribosomal large subunit binding" 0.89804290555242
1193 0.465564118424659 5 10 "GO:0043024" "ribosomal small subunit binding" 0.78973011600151
196 0.904852539636399 2 10 "GO:0043027" "cysteine-type endopeptidase inhibitor activity involved in apoptotic process" 0.980265922102409
800 0.511464251864979 2 18 "GO:0043028" "cysteine-type endopeptidase regulator activity involved in apoptotic process" 0.811273958936166
-38 0.946831795788568 2 82 "GO:0043130;GO:0032182" "ubiquitin-like protein binding" 0.985151725812078
357 0.745833635952851 3 22 "GO:0043138" "3'-5' DNA helicase activity" 0.939734214480078
-3567 0.00985069793624818 4 14 "GO:0043139" "5'-3' DNA helicase activity" 0.110517918074223
327 8.2049138082127e-05 2 5693 "GO:0043167;GO:0036094" "small molecule binding" 0.00262352119017601
259 0.0137108164763384 3 2883 "GO:0043168;GO:1901265;GO:1901363;GO:0000166" "heterocyclic compound binding" 0.132145770472441
-224 0.752331433230232 2 53 "GO:0043178" "alcohol binding" 0.939734214480078
2764 0.231947277738575 4 5 "GO:0043208" "glycosphingolipid binding" 0.593321136455275
1623 0.240156752791059 4 14 "GO:0043225" "ATPase-coupled inorganic anion transmembrane transporter activity" 0.600838944410584
380 0.755348437631331 3 18 "GO:0043274" "phospholipase binding" 0.939734214480078
-292 0.865581158391248 3 9 "GO:0043295" "glutathione binding" 0.971266797182804
1560 0.188626561581025 5 19 "GO:0043325" "phosphatidylinositol-3,4-bisphosphate binding" 0.545292676922678
1603 0.0447428042021696 2 42 "GO:0043394" "proteoglycan binding" 0.277731918787278
3900 0.0916735459074315 3 5 "GO:0043395" "heparan sulfate proteoglycan binding" 0.393457936965117
159 0.940090875352524 4 6 "GO:0043398" "HLH domain binding" 0.985151725812078
-1394 0.475816395434826 2 7 "GO:0043422" "protein kinase B binding" 0.800022084715003
-1046 0.284760253863828 2 28 "GO:0043425" "bHLH transcription factor binding" 0.653874981493422
57 0.978480562453272 3 6 "GO:0043495" "protein-membrane adaptor activity" 0.989137016449246
2059 0.373177380191174 2 5 "GO:0043515" "kinetochore binding" 0.723138959250939
-2420 0.215645948947475 2 7 "GO:0043522" "leucine zipper domain binding" 0.578895065201156
325 0.522631093451755 6 104 "GO:0043531" "ADP binding" 0.818170340911621
1056 0.297724440367645 2 26 "GO:0043539" "protein serine/threonine kinase activator activity" 0.662497505684497
-620 0.769099276253969 2 6 "GO:0043546" "molybdopterin cofactor binding" 0.940464272631191
550 0.811895547743421 2 5 "GO:0043559" "insulin binding" 0.950190910797903
106 0.950859508979715 2 9 "GO:0043560" "insulin receptor substrate binding" 0.985151725812078
-1326 0.000227893964848472 -1 209 "GO:0043621;GO:0070840" "obsolete protein self-association" 0.00565745142648493
2868 0.065809712418079 2 11 "GO:0043956;GO:0120092" "3-hydroxypropionyl-CoA dehydratase activity" 0.329255105226138
953 0.366770708562504 1 24 "GO:0044183" "protein folding chaperone" 0.717277884176518
470 0.447486406680352 2 70 "GO:0044325" "transmembrane transporter binding" 0.780811888327654
3111 0.178499787900802 2 5 "GO:0044548" "S100 protein binding" 0.536143529466578
-108 0.462480202408068 2 1343 "GO:0044877" "protein-containing complex binding" 0.788892349568023
2208 0.33957920197158 5 5 "GO:0045159" "myosin II binding" 0.698266558394937
516 0.274118512731673 1 121 "GO:0045182" "translation regulator activity" 0.640386229671192
-375 0.716735031074854 2 25 "GO:0045296" "cadherin binding" 0.929304020455051
164 0.84671021891196 3 37 "GO:0045309" "protein phosphorylated amino acid binding" 0.967776916879711
1119 0.49373899678616 2 10 "GO:0045503" "dynein light chain binding" 0.801733832939254
-423 0.806361086608304 2 9 "GO:0045504" "dynein heavy chain binding" 0.950190910797903
681 0.485881476558251 2 28 "GO:0045505" "dynein intermediate chain binding" 0.800539796573418
539 0.81572292420336 3 5 "GO:0046030" "inositol trisphosphate phosphatase activity" 0.950190910797903
-308 0.717557970839794 3 37 "GO:0046332" "SMAD binding" 0.929304020455051
-1833 0.156240464857995 2 16 "GO:0046527" "glucosyltransferase activity" 0.518725261826913
-2844 0.218774292108968 2 5 "GO:0046547" "trans-aconitate 3-methyltransferase activity" 0.58046930749676
2833 0.147229651613113 4 7 "GO:0046556" "alpha-L-arabinofuranosidase activity" 0.503493915543239
1746 0.242141579421108 2 12 "GO:0046592" "polyamine oxidase activity" 0.601357437047761
4311 0.0123710959463743 2 9 "GO:0046624" "sphingolipid transporter activity" 0.122857704195753
1945 0.0926449619391295 3 20 "GO:0046625" "sphingolipid binding" 0.39629734555233
-982 0.548143462415913 2 10 "GO:0046789;GO:0046812" "host cell surface receptor binding" 0.828694430768266
297 0.00289198613875865 5 3289 "GO:0046872;GO:0043169" "cation binding" 0.0425155203617507
-28 0.983475605570803 2 15 "GO:0046875" "ephrin receptor binding" 0.991225610342835
1771 0.364762138587587 3 7 "GO:0046912" "acyltransferase activity, acyl groups converted into alkyl on transfer" 0.714442228565886
26 0.85967291677843 6 1285 "GO:0046914;GO:0008270" "transition metal ion binding" 0.970334488626552
510 0.6154851767719 2 26 "GO:0046915" "transition metal ion transmembrane transporter activity" 0.864907784529952
-1909 0.243121350541556 2 10 "GO:0046933" "proton-transporting ATP synthase activity, rotational mechanism" 0.602620556865601
-1094 0.482776720584802 6 11 "GO:0046961;GO:0044769;GO:0042625" "ATPase activity, coupled to transmembrane movement of ions, rotational mechanism" 0.800539796573418
-2054 0.124002149165827 4 15 "GO:0046966" "nuclear thyroid hormone receptor binding" 0.455659220002238
-1660 0.431616213316033 2 6 "GO:0046975" "histone H3K36 methyltransferase activity" 0.768445014167386
-162 0.655721055475221 3 204 "GO:0046982" "protein heterodimerization activity" 0.8887387394781
-22 0.908853285393705 2 748 "GO:0046983" "protein dimerization activity" 0.98227108438325
-1055 0.498449807315793 2 11 "GO:0047035;GO:0030283" "testosterone dehydrogenase [NAD(P)+] activity" 0.802918518333626
-2234 0.333878313639288 4 5 "GO:0047044" "androstan-3-alpha,17-beta-diol dehydrogenase activity" 0.692801816911384
-1231 0.528664704122759 2 7 "GO:0047134" "protein-disulfide reductase (NAD(P)H) activity" 0.820585141472098
-1426 0.383252079900982 2 10 "GO:0047150" "betaine-homocysteine S-methyltransferase activity" 0.729433646121065
1459 0.489309033543287 3 6 "GO:0047184" "1-acylglycerophosphocholine O-acyltransferase activity" 0.80131402548254
601 0.794896022079468 4 5 "GO:0047223" "beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity" 0.948388071119067
-3637 0.0627087493324132 3 7 "GO:0047372" "acylglycerol lipase activity" 0.322168703922949
-3911 0.0232491219080169 3 9 "GO:0047429" "nucleoside triphosphate diphosphatase activity" 0.19061299307919
-223 0.706890481271635 -1 76 "GO:0047485" "obsolete protein N-terminus binding" 0.921955928018815
3726 0.0306188008866267 4 9 "GO:0047499" "calcium-independent phospholipase A2 activity" 0.22768282752323
1306 0.474967335883368 2 8 "GO:0047555" "3',5'-cyclic-GMP phosphodiesterase activity" 0.800022084715003
-1270 0.358234463643217 4 14 "GO:0047617;GO:0016289" "acyl-CoA hydrolase activity" 0.707690276094315
-901 0.696662897256276 2 5 "GO:0047631" "ADP-ribose diphosphatase activity" 0.917086999014118
1720 0.456948450351798 3 5 "GO:0047676" "arachidonate-CoA ligase activity" 0.788713991902766
-854 0.496215216360345 2 17 "GO:0047834" "D-threo-aldose 1-dehydrogenase activity" 0.802149737219425
2185 0.344634940275125 2 5 "GO:0047963" "glycine N-choloyltransferase activity" 0.704134326856046
1240 0.010689492015212 2 114 "GO:0048018;GO:0030546;GO:0030545" "signaling receptor regulator activity" 0.112990580888067
2032 0.0718233114103474 2 21 "GO:0048027" "mRNA 5'-UTR binding" 0.342768713782964
1659 0.00523908896263488 2 76 "GO:0048029" "monosaccharide binding" 0.0697999456584376
56 0.964600551860302 2 17 "GO:0048038" "quinone binding" 0.985151725812078
582 0.801243186069612 3 5 "GO:0048039" "ubiquinone binding" 0.950190910797903
-425 0.734665574050719 4 17 "GO:0048156" "tau protein binding" 0.939734214480078
-531 0.43890705917391 2 57 "GO:0048306" "calcium-dependent protein binding" 0.774292591287491
1394 0.280865539997988 2 16 "GO:0048406;GO:0043121" "neurotrophin binding" 0.647663421395156
755 0.416761149726439 2 31 "GO:0048487" "beta-tubulin binding" 0.762765368648857
2641 0.253321361845222 2 5 "GO:0048495" "Roundabout binding" 0.620685865517316
1698 0.384989480053676 2 7 "GO:0050129" "N-formylglutamate deformylase activity" 0.731651627026228
-562 0.663925018995866 2 16 "GO:0050145" "nucleoside monophosphate kinase activity" 0.892781875444189
-3465 0.134016983664097 5 5 "GO:0050308;GO:0019203" "carbohydrate phosphatase activity" 0.473501994769006
-836 0.627637883509846 2 9 "GO:0050321" "tau-protein kinase activity" 0.870826692221311
1203 0.462092206886738 4 10 "GO:0050649" "testosterone 6-beta-hydroxylase activity" 0.788892349568023
-3990 0.0844403092616554 5 5 "GO:0050659" "N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity" 0.377522898420651
248 0.590899022119436 3 126 "GO:0050660" "flavin adenine dinucleotide binding" 0.855736639632974
31 0.964670445395727 3 55 "GO:0050661" "NADP binding" 0.985151725812078
1785 0.231864294143172 3 12 "GO:0050664" "oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor" 0.593321136455275
-354 0.759795915885514 4 20 "GO:0050681" "nuclear androgen receptor binding" 0.939734214480078
1899 0.100597579579971 2 20 "GO:0050699" "WW domain binding" 0.409970631777627
1947 0.258545016487398 2 9 "GO:0050700" "CARD domain binding" 0.628453208945136
-2117 0.316008534154736 2 6 "GO:0050733" "RS domain binding" 0.673624858639846
795 0.53876768221386 3 16 "GO:0050750;GO:0070325" "lipoprotein particle receptor binding" 0.828694430768266
319 0.861384718917967 3 8 "GO:0050780" "dopamine receptor binding" 0.970334488626552
-324 0.850691453963219 4 9 "GO:0050811" "GABA receptor binding" 0.96808796798745
-550 0.749844887194625 2 9 "GO:0050815" "phosphoserine residue binding" 0.939734214480078
-1715 0.348255695748269 4 8 "GO:0050816" "phosphothreonine residue binding" 0.705893874583258
1067 0.0324702744234381 3 108 "GO:0050839" "cell adhesion molecule binding" 0.234629836088007
-1565 0.212168221357318 2 17 "GO:0050840" "extracellular matrix binding" 0.574390741635651
1950 0.318263639755476 2 7 "GO:0050897" "cobalt ion binding" 0.676178065194774
1578 0.134997358438809 3 24 "GO:0050997" "quaternary ammonium group binding" 0.475651849705886
-21 0.990454093242302 4 9 "GO:0050998" "nitric-oxide synthase binding" 0.994341275711856
-610 0.658843248633931 2 14 "GO:0051010" "microtubule plus-end binding" 0.889996047608677
-2550 0.191882867977645 4 7 "GO:0051011" "microtubule minus-end binding" 0.545292676922678
1033 0.0311316637724976 2 117 "GO:0051015" "actin filament binding" 0.228835620488646
-746 0.453686626051796 2 27 "GO:0051018" "protein kinase A binding" 0.78613490416778
559 0.628619185384683 6 20 "GO:0051019" "mitogen-activated protein kinase binding" 0.870826692221311
-276 0.887730782656826 3 7 "GO:0051021" "GDP-dissociation inhibitor binding" 0.976274867599381
-862 0.338373229760658 3 33 "GO:0051059" "NF-kappaB binding" 0.698266558394937
907 0.117296194004828 2 80 "GO:0051082" "unfolded protein binding" 0.444812364027103
595 0.268481629708387 2 93 "GO:0051087" "protein-folding chaperone binding" 0.636061364569715
537 0.382533462487596 3 71 "GO:0051117" "ATPase binding" 0.729433646121065
1577 0.000433439262034514 3 134 "GO:0051213" "dioxygenase activity" 0.00989944314539542
517 0.432136248651831 2 62 "GO:0051219" "phosphoprotein binding" 0.768445014167386
-810 0.190635830229986 3 70 "GO:0051287" "NAD binding" 0.545292676922678
1709 0.418140785381287 2 6 "GO:0051393" "alpha-actinin binding" 0.762765368648857
131 0.939308178413547 2 9 "GO:0051400" "BH domain binding" 0.985151725812078
-1460 0.527665117548245 3 5 "GO:0051428;GO:0051427" "peptide hormone receptor binding" 0.820392982635236
-663 0.302145124182821 3 65 "GO:0051536;GO:0051540" "iron-sulfur cluster binding" 0.662497505684497
-463 0.648349912081451 2 26 "GO:0051537" "2 iron, 2 sulfur cluster binding" 0.884050679693151
-1532 0.0992429798409546 5 31 "GO:0051539" "4 iron, 4 sulfur cluster binding" 0.409970631777627
1317 0.212421282872293 2 24 "GO:0051721" "protein phosphatase 2A binding" 0.574390741635651
-475 0.696763454953339 3 18 "GO:0051787" "misfolded protein binding" 0.917086999014118
-1231 0.340998082752657 2 16 "GO:0051861" "glycolipid binding" 0.699619780015684
-932 0.686962478467613 2 5 "GO:0051864" "histone H3K36 demethylase activity" 0.913331611185111
973 0.192668867679934 2 48 "GO:0051879" "Hsp90 protein binding" 0.545292676922678
-359 0.802317054220327 3 13 "GO:0051880" "G-quadruplex DNA binding" 0.950190910797903
1431 0.216136720609825 2 20 "GO:0051959" "dynein light intermediate chain binding" 0.578895065201156
5997 0.00949378005944113 3 5 "GO:0052597" "diamine oxidase activity" 0.107456147752435
-70 0.975875831258922 2 5 "GO:0052629" "phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity" 0.988809388769144
-1455 0.310283142727854 2 13 "GO:0052650" "all-trans-retinol dehydrogenase (NADP+) activity" 0.670358343832644
-126 0.78976329975309 2 120 "GO:0052689" "carboxylic ester hydrolase activity" 0.94667971919794
1431 0.300523148784446 2 14 "GO:0052742" "phosphatidylinositol kinase activity" 0.662497505684497
-117 0.932465074945441 2 14 "GO:0052745" "inositol phosphate phosphatase activity" 0.985151725812078
633 0.540690714782768 4 25 "GO:0052866" "phosphatidylinositol phosphate phosphatase activity" 0.828694430768266
1065 0.56021013794529 5 8 "GO:0052894;GO:0052901;GO:0052903;GO:0052904" "norspermine:oxygen oxidoreductase activity" 0.837042951439283
-141 0.895811734423766 2 23 "GO:0055106" "ubiquitin-protein transferase regulator activity" 0.977596594136516
936 0.608602692824808 3 8 "GO:0060002" "plus-end directed microfilament motor activity" 0.864173098138297
900 0.35720278854786 2 28 "GO:0060590" "ATPase regulator activity" 0.707690276094315
-856 0.55053512362845 2 13 "GO:0061459;GO:0015189" "L-arginine transmembrane transporter activity" 0.831260845400898
-874 0.678926328386584 2 6 "GO:0061575" "cyclin-dependent protein serine/threonine kinase activator activity" 0.907363400215717
-1111 0.496718211006868 3 10 "GO:0061578" "K63-linked deubiquitinase activity" 0.802149737219425
333 0.809802626975535 3 14 "GO:0061608" "nuclear import signal receptor activity" 0.950190910797903
-364 0.308856447723743 2 211 "GO:0061629" "RNA polymerase II-specific DNA-binding transcription factor binding" 0.670358343832644
-13 0.973683516566314 3 185 "GO:0061630;GO:0061659" "ubiquitin-like protein ligase activity" 0.988366045784377
-963 0.27773623804965 2 34 "GO:0061631;GO:0061650" "ubiquitin-like protein conjugating enzyme activity" 0.64609255700969
1587 0.416880483043272 5 7 "GO:0061665" "SUMO ligase activity" 0.762765368648857
3711 0.0787538410198411 2 6 "GO:0061676" "importin-alpha family protein binding" 0.362324326130852
-2375 0.0400567703465141 4 20 "GO:0061860" "DNA clamp unloader activity" 0.258750551884806
-82 0.927368476229491 2 33 "GO:0061980" "regulatory RNA binding" 0.985151725812078
-2271 0.326061074965628 5 5 "GO:0062105" "RNA 2'-O-methyltransferase activity" 0.685370014489986
-3576 0.0672681165440566 2 7 "GO:0062179" "vitamin D 23-hydroxylase activity" 0.332720629455183
229 0.808117541706605 3 30 "GO:0070003" "threonine-type peptidase activity" 0.950190910797903
1029 0.301137652500934 3 27 "GO:0070006" "metalloaminopeptidase activity" 0.662497505684497
3059 0.185784780973058 2 5 "GO:0070026" "nitric oxide binding" 0.545292676922678
-3051 0.0951063420166526 2 8 "GO:0070034" "telomerase RNA binding" 0.400134906050325
-762 0.292912944716446 3 51 "GO:0070063" "RNA polymerase binding" 0.662497505684497
-234 0.856652764915163 2 16 "GO:0070064" "proline-rich region binding" 0.970334488626552
-331 0.824602325982235 -1 12 "GO:0070122" "obsolete isopeptidase activity" 0.956179850345674
-1613 0.300893869445675 4 11 "GO:0070180" "large ribosomal subunit rRNA binding" 0.662497505684497
-1566 0.363556036772163 2 9 "GO:0070181" "small ribosomal subunit rRNA binding" 0.714442228565886
80 0.96293522806371 3 9 "GO:0070182" "DNA polymerase binding" 0.985151725812078
2245 0.024133180227876 2 27 "GO:0070273" "phosphatidylinositol-4-phosphate binding" 0.196568527970018
1645 0.314569450681503 2 10 "GO:0070300" "phosphatidic acid binding" 0.672799878631509
522 0.77520769178329 2 8 "GO:0070401;GO:1903924" "NADP+ binding" 0.941586550608573
-478 0.729588492638544 6 14 "GO:0070402" "NADPH binding" 0.93877634012545
-888 0.310149057687878 2 35 "GO:0070403" "NAD+ binding" 0.670358343832644
-1520 0.510895075304428 2 5 "GO:0070404" "NADH binding" 0.811273958936166
1533 0.467787706916233 2 6 "GO:0070410" "co-SMAD binding" 0.791402747547437
