"","slim_term","slim_cat","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","genes"
"97","ion binding","GO:0043167","GO:0071949",0.00111102381419735,0.999908878960372,4,52,"FAD binding","MF","Pver_gene_g217, Pver_gene_g218, Pver_gene_g219, Pver_gene_g284, Pver_gene_g996, Pver_gene_g1842, Pver_gene_g2509, Pver_gene_g4282, Pver_gene_g6636, Pver_gene_g7060, Pver_gene_g7102, Pver_gene_g7142, Pver_gene_g8101, Pver_gene_g8974, Pver_gene_g9040, Pver_gene_g9041, Pver_gene_g9042, Pver_gene_g10696, Pver_gene_g10722, Pver_gene_g11046, Pver_gene_g11434, Pver_gene_g11435, Pver_gene_g11472, Pver_gene_g11487, Pver_gene_g11531, Pver_gene_g12819, Pver_gene_g13746, Pver_gene_g13886, Pver_gene_g13888, Pver_gene_g14190, Pver_gene_g14928, Pver_gene_g15909, Pver_gene_g16709, Pver_gene_g16890, Pver_gene_g18144, Pver_gene_g20093, Pver_gene_g20284, Pver_gene_g20861, Pver_gene_g22595, Pver_gene_g23502, Pver_gene_g23613, Pver_gene_g23740, Pver_gene_g23778, Pver_gene_g24570, Pver_gene_g24663, Pver_gene_g25060, Pver_gene_g25328, Pver_gene_g25650, Pver_gene_g25980, Pver_gene_g26406, Pver_novel_gene_70_5de57afd, Pver_novel_gene_599_5de57afd"
"98","ion binding","GO:0043167","GO:1901981",0.00143251551617606,0.999981134733121,2,6,"phosphatidylinositol phosphate binding","MF","Pver_gene_g196, Pver_gene_g2635, Pver_gene_g13646, Pver_gene_g15541, Pver_gene_g16500, Pver_gene_g23276"
"99","kinase activity","GO:0016301","GO:0004340",0.0284126713623015,0.999694996371068,1,4,"glucokinase activity","MF","Pver_gene_g541, Pver_gene_g542, Pver_gene_g849, Pver_gene_g20305"
"100","kinase activity","GO:0016301","GO:0004349",0.0201890552210051,0.999897519403816,1,2,"glutamate 5-kinase activity","MF","Pver_gene_g23763, Pver_gene_g26149"
"101","kinase activity","GO:0016301","GO:0004396",0.026229381976452,0.999768994923131,1,3,"hexokinase activity","MF","Pver_gene_g541, Pver_gene_g542, Pver_gene_g849"
"102","kinase activity","GO:0016301","GO:0005009",0.0201890553917791,0.999897519402073,1,2,"insulin-activated receptor activity","MF","Pver_gene_g13135, Pver_gene_g19246"
"103","kinase activity","GO:0016301","GO:0008865",0.0304530939519247,0.999649310689247,1,4,"fructokinase activity","MF","Pver_gene_g541, Pver_gene_g542, Pver_gene_g849, Pver_gene_g8963"
"104","kinase activity","GO:0016301","GO:0019158",0.026229381976452,0.999768994923131,1,3,"mannokinase activity","MF","Pver_gene_g541, Pver_gene_g542, Pver_gene_g849"
"105","ligase activity","GO:0016874","GO:0003963",0.0201806859338898,0.999897604789042,1,2,"RNA-3'-phosphate cyclase activity","MF","Pver_gene_g15241, Pver_gene_g16339"
"106","ligase activity","GO:0016874","GO:0004825",0.0420867652650668,0.999282473120141,1,5,"methionine-tRNA ligase activity","MF","Pver_gene_g12577, Pver_gene_g14740, Pver_gene_g16458, Pver_gene_g23926, Pver_gene_g25471"
"107","lipid metabolic process","GO:0006629","GO:0019216",0.0348214482238202,0.996882593522961,2,31,"regulation of lipid metabolic process","BP","Pver_gene_g36, Pver_gene_g2753, Pver_gene_g2776, Pver_gene_g3389, Pver_gene_g3883, Pver_gene_g5884, Pver_gene_g7075, Pver_gene_g7529, Pver_gene_g9237, Pver_gene_g9329, Pver_gene_g10460, Pver_gene_g10617, Pver_gene_g11435, Pver_gene_g11771, Pver_gene_g11781, Pver_gene_g11829, Pver_gene_g12004, Pver_gene_g12111, Pver_gene_g12218, Pver_gene_g13618, Pver_gene_g13629, Pver_gene_g14173, Pver_gene_g14243, Pver_gene_g15701, Pver_gene_g17154, Pver_gene_g18239, Pver_gene_g19689, Pver_gene_g20148, Pver_gene_g23025, Pver_gene_g26197, Pver_gene_g26338"
"108","lipid metabolic process","GO:0006629","GO:0035965",0.0468722710858847,0.999108254109131,1,5,"cardiolipin acyl-chain remodeling","BP","Pver_gene_g10149, Pver_gene_g13207, Pver_gene_g14589, Pver_gene_g22809, Pver_novel_gene_744_5de57afd"
"109","locomotion","GO:0040011","GO:0010762",0.0397372824532882,0.999400503292236,1,4,"regulation of fibroblast migration","BP","Pver_gene_g4609, Pver_gene_g13790, Pver_gene_g15255, Pver_gene_g17445"
"110","locomotion","GO:0040011","GO:0035701",0.0299081757505084,0.999699147699452,1,3,"hematopoietic stem cell migration","BP","Pver_gene_g3416, Pver_gene_g6262, Pver_gene_g6266"
"111","locomotion","GO:0040011","GO:0043326",0.0201890553917791,0.999897519402073,1,2,"chemotaxis to folate","BP","Pver_gene_g7570, Pver_gene_g18322"
"112","locomotion","GO:0040011","GO:0061122",0.010145767901764,1,1,1,"positive regulation of positive chemotaxis to cAMP","BP","Pver_gene_g7570"
"113","lyase activity","GO:0016829","GO:0003839",0.0433838679361169,0.999205760874812,1,6,"gamma-glutamylcyclotransferase activity","MF","Pver_gene_g2049, Pver_gene_g10665, Pver_gene_g11755, Pver_gene_g12098, Pver_gene_g14756, Pver_novel_gene_466_5de57afd"
"114","lyase activity","GO:0016829","GO:0004089",0.0108879335156141,0.999495409559305,2,17,"carbonate dehydratase activity","MF","Pver_gene_g1323, Pver_gene_g1324, Pver_gene_g1325, Pver_gene_g5371, Pver_gene_g6302, Pver_gene_g6748, Pver_gene_g7331, Pver_gene_g8578, Pver_gene_g8579, Pver_gene_g14125, Pver_gene_g14126, Pver_gene_g14127, Pver_gene_g17210, Pver_gene_g18337, Pver_gene_g25586, Pver_gene_g26051, Pver_novel_gene_548_5de57afd"
"115","lyase activity","GO:0016829","GO:0009034",0.0217658345341542,0.999841249420463,1,3,"tryptophanase activity","MF","Pver_gene_g11125, Pver_gene_g11126, Pver_gene_g25099"
"116","lyase activity","GO:0016829","GO:0061928",0.016512654571276,0.999931572555752,1,2,"glutathione specific gamma-glutamylcyclotransferase activity","MF","Pver_gene_g2049, Pver_gene_g11755"
"117","nervous system process","GO:0050877","GO:0007606",0.042676623986176,0.999231664056178,1,6,"sensory perception of chemical stimulus","BP","Pver_gene_g2896, Pver_gene_g6782, Pver_gene_g7708, Pver_gene_g12923, Pver_novel_gene_374_5de57afd, Pver_novel_gene_807_5de57afd"
"118","nervous system process","GO:0050877","GO:0019233",0.0207161537308453,0.997217093325158,3,63,"sensory perception of pain","BP","Pver_gene_g104, Pver_gene_g106, Pver_gene_g278, Pver_gene_g503, Pver_gene_g562, Pver_gene_g885, Pver_gene_g901, Pver_gene_g902, Pver_gene_g903, Pver_gene_g904, Pver_gene_g934, Pver_gene_g2352, Pver_gene_g2627, Pver_gene_g2816, Pver_gene_g3099, Pver_gene_g4616, Pver_gene_g4724, Pver_gene_g4760, Pver_gene_g4885, Pver_gene_g5470, Pver_gene_g6159, Pver_gene_g6160, Pver_gene_g6161, Pver_gene_g6164, Pver_gene_g6165, Pver_gene_g6166, Pver_gene_g6168, Pver_gene_g6170, Pver_gene_g6171, Pver_gene_g7333, Pver_gene_g8557, Pver_gene_g8565, Pver_gene_g8933, Pver_gene_g9427, Pver_gene_g9428, Pver_gene_g9487, Pver_gene_g9566, Pver_gene_g9784, Pver_gene_g10629, Pver_gene_g10911, Pver_gene_g10987, Pver_gene_g11260, Pver_gene_g12231, Pver_gene_g13047, Pver_gene_g13173, Pver_gene_g14506, Pver_gene_g14780, Pver_gene_g15318, Pver_gene_g15481, Pver_gene_g15922, Pver_gene_g16676, Pver_gene_g16759, Pver_gene_g16760, Pver_gene_g16952, Pver_gene_g17388, Pver_gene_g17971, Pver_gene_g17972, Pver_gene_g19607, Pver_gene_g20257, Pver_gene_g21034, Pver_gene_g25670, Pver_gene_g25941, Pver_gene_g26375"
"119","nervous system process","GO:0050877","GO:0050890",0.0496894845179937,0.994559324256581,2,37,"cognition","BP","Pver_gene_g481, Pver_gene_g2745, Pver_gene_g4261, Pver_gene_g4263, Pver_gene_g4295, Pver_gene_g5613, Pver_gene_g5697, Pver_gene_g5759, Pver_gene_g6248, Pver_gene_g6693, Pver_gene_g6829, Pver_gene_g7332, Pver_gene_g8055, Pver_gene_g8893, Pver_gene_g8933, Pver_gene_g8935, Pver_gene_g9403, Pver_gene_g10364, Pver_gene_g10525, Pver_gene_g10619, Pver_gene_g10620, Pver_gene_g10621, Pver_gene_g10622, Pver_gene_g10623, Pver_gene_g10624, Pver_gene_g11896, Pver_gene_g12509, Pver_gene_g12517, Pver_gene_g13365, Pver_gene_g13366, Pver_gene_g14942, Pver_gene_g17738, Pver_gene_g17826, Pver_gene_g19516, Pver_gene_g23237, Pver_gene_g26033, Pver_novel_gene_520_5de57afd"
"120","organelle","GO:0043226","GO:0042622",0.0490402445656828,0.999022974494291,1,5,"photoreceptor outer segment membrane","CC","Pver_gene_g2643, Pver_gene_g13943, Pver_gene_g13944, Pver_gene_g15660, Pver_gene_g23101"
"121","organelle","GO:0043226","GO:0097224",0.029656711138721,0.999704219436744,1,3,"sperm connecting piece","CC","Pver_gene_g15765, Pver_gene_g15844, Pver_gene_g17502"
"122","organelle","GO:0043226","GO:0097381",0.0399723009246718,0.999393329694418,1,4,"photoreceptor disc membrane","CC","Pver_gene_g2643, Pver_gene_g13943, Pver_gene_g13944, Pver_gene_g15708"
"123","oxidoreductase activity","GO:0016491","GO:0003865",0.0315044827526907,0.999624508763273,1,4,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF","Pver_gene_g2055, Pver_gene_g11671, Pver_gene_g12837, Pver_gene_g13043"
"124","oxidoreductase activity","GO:0016491","GO:0004350",0.010145767901764,1,1,1,"glutamate-5-semialdehyde dehydrogenase activity","MF","Pver_gene_g26149"
"125","oxidoreductase activity","GO:0016491","GO:0004420",0.0296963892182142,0.999703422081385,1,3,"hydroxymethylglutaryl-CoA reductase (NADPH) activity","MF","Pver_gene_g4188, Pver_gene_g4796, Pver_gene_g10560"
"126","oxidoreductase activity","GO:0016491","GO:0004601",0.00145924146198104,0.99987078317336,4,55,"peroxidase activity","MF","Pver_gene_g232, Pver_gene_g233, Pver_gene_g234, Pver_gene_g235, Pver_gene_g237_gene_g236, Pver_gene_g238, Pver_gene_g239, Pver_gene_g1690, Pver_gene_g1760, Pver_gene_g1761, Pver_gene_g3301, Pver_gene_g3341, Pver_gene_g3343, Pver_gene_g4697, Pver_gene_g5097, Pver_gene_g5098, Pver_gene_g5376, Pver_gene_g5673, Pver_gene_g5973, Pver_gene_g6221, Pver_gene_g6436, Pver_gene_g8397, Pver_gene_g8400, Pver_gene_g8684, Pver_gene_g9080, Pver_gene_g9081, Pver_gene_g9162, Pver_gene_g9164, Pver_gene_g10252, Pver_gene_g10296, Pver_gene_g11498, Pver_gene_g11499, Pver_gene_g11747, Pver_gene_g11878, Pver_gene_g12016, Pver_gene_g13704, Pver_gene_g13791, Pver_gene_g13794, Pver_gene_g14865, Pver_gene_g15566, Pver_gene_g16020, Pver_gene_g16673, Pver_gene_g17157, Pver_gene_g19090, Pver_gene_g19091, Pver_gene_g19452, Pver_gene_g21085, Pver_gene_g21557, Pver_gene_g21911, Pver_gene_g23651, Pver_gene_g23652, Pver_gene_g24052, Pver_gene_g24383, Pver_gene_g24820, Pver_gene_g25063"
"127","oxidoreductase activity","GO:0016491","GO:0004657",0.0279331615363825,0.999737806121709,1,3,"proline dehydrogenase activity","MF","Pver_gene_g8101, Pver_gene_g15293, Pver_gene_g23871"
"128","oxidoreductase activity","GO:0016491","GO:0008470",0.0262823204312146,0.999768055924463,1,3,"isovaleryl-CoA dehydrogenase activity","MF","Pver_gene_g15000, Pver_gene_g24733, Pver_gene_g26142"
"129","oxidoreductase activity","GO:0016491","GO:0016716",0.0293840232336573,0.999709669843343,1,3,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen","MF","Pver_gene_g2377, Pver_gene_g12312, Pver_gene_g15709"
"130","oxidoreductase activity","GO:0016491","GO:0033743",0.0262523565613934,0.999768587646922,1,3,"peptide-methionine (R)-S-oxide reductase activity","MF","Pver_gene_g5518, Pver_gene_g6370, Pver_gene_g24018"
"131","oxidoreductase activity","GO:0016491","GO:0070224",9.54664693051216e-05,1,2,2,"sulfide:quinone oxidoreductase activity","MF","Pver_gene_g1842, Pver_gene_g26406"
"132","oxidoreductase activity","GO:0016491","GO:0080103",0.00878659882248277,1,1,1,"4-methylthiopropyl glucosinolate S-oxygenase activity","MF","Pver_gene_g18067"
"133","oxidoreductase activity","GO:0016491","GO:0080107",0.00878659882248277,1,1,1,"8-methylthiopropyl glucosinolate S-oxygenase activity","MF","Pver_gene_g18067"
"134","oxidoreductase activity","GO:0016491","GO:0102389",0.0070552198876841,1,1,1,"polyprenol reductase activity","MF","Pver_gene_g13043"
