Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110204ABAA9BC7178C81CEBC9459510EDDEA32434516
A0A2B4RGK8	A0A2B4RGK8_STYPI	unreviewed	MAP2K1 AWC38_SpisGene18182	Stylophora pistillata (Smooth cauliflower coral)	Dual specificity mitogen-activated protein kinase kinase 1	2181	ADP binding [GO:0043531]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0043531	PFX17504.1
A0A2B4SKH8	A0A2B4SKH8_STYPI	unreviewed	AWC38_SpisGene5632	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon X-element	999	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX29593.1
A0A2B4RKJ8	A0A2B4RKJ8_STYPI	unreviewed	AWC38_SpisGene18820	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	251			PFX16888.1
A0A2B4SR48	A0A2B4SR48_STYPI	unreviewed	AWC38_SpisGene2026	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	830			PFX33144.1
A0A3M6UNW4	A0A3M6UNW4_POCDA	unreviewed	pdam_00026030	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	367			RMX55320.1
A0A2B4R6Z0	A0A2B4R6Z0_STYPI	unreviewed	TTC28 AWC38_SpisGene23929	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28	1453			PFX12158.1
A0A3M6TNQ1	A0A3M6TNQ1_POCDA	unreviewed	pdam_00020881	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	518			RMX42918.1
A0A3M6V416	A0A3M6V416_POCDA	unreviewed	pdam_00001409	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	294	integral component of membrane [GO:0016021]	GO:0016021	RMX60579.1
A0A2B4R4P7	A0A2B4R4P7_STYPI	unreviewed	AWC38_SpisGene24365	Stylophora pistillata (Smooth cauliflower coral)	Integrase catalytic domain-containing protein	741	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX11789.1
A0A2B4R6Z9	A0A2B4R6Z9_STYPI	unreviewed	K02A2.6 AWC38_SpisGene21744	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	853	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	PFX14124.1
A0A2B4R9B9	A0A2B4R9B9_STYPI	unreviewed	AWC38_SpisGene22515	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	882	integral component of membrane [GO:0016021]	GO:0016021	PFX13399.1
A0A2B4RCA6	A0A2B4RCA6_STYPI	unreviewed	AWC38_SpisGene21885	Stylophora pistillata (Smooth cauliflower coral)	DNA-directed DNA polymerase (EC 2.7.7.7)	898	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260	PFX13997.1
A0A2B4S1G7	A0A2B4S1G7_STYPI	unreviewed	pol AWC38_SpisGene11664	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	1555	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX23751.1
A0A3M6UP80	A0A3M6UP80_POCDA	unreviewed	pdam_00022192	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CHAT domain-containing protein	418			RMX55425.1
A0A3M6UH70	A0A3M6UH70_POCDA	unreviewed	pdam_00025376	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	377	integral component of membrane [GO:0016021]	GO:0016021	RMX53005.1
A0A2B4SU33	A0A2B4SU33_STYPI	unreviewed	AWC38_SpisGene2298	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	423			PFX32856.1
A0A2B4RYI9	A0A2B4RYI9_STYPI	unreviewed	AWC38_SpisGene13887	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1696	integral component of membrane [GO:0016021]	GO:0016021	PFX21620.1
A0A2B4SC55	A0A2B4SC55_STYPI	unreviewed	AWC38_SpisGene7062	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	285			PFX28264.1
A0A2B4RYB3	A0A2B4RYB3_STYPI	unreviewed	K02A2.6 AWC38_SpisGene13709	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	634	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270	PFX21789.1
A0A2B4SNC1	A0A2B4SNC1_STYPI	unreviewed	K02A2.6 AWC38_SpisGene5164	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	574			PFX30078.1
A0A497U340	A0A497U340_9BACT	unreviewed	DJ031_00290	bacterium endosymbiont of Escarpia laminata	Integrase catalytic domain-containing protein (Fragment)	810	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	RLJ22758.1
A0A2B4RR34	A0A2B4RR34_STYPI	unreviewed	ZMYM1 AWC38_SpisGene16842	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger MYM-type protein 1	409			PFX18778.1
A0A2B4RMH3	A0A2B4RMH3_STYPI	unreviewed	Angptl3 AWC38_SpisGene18209	Stylophora pistillata (Smooth cauliflower coral)	Angiopoietin-related protein 3	531			PFX17465.1
A0A2B4S4D3	A0A2B4S4D3_STYPI	unreviewed	pol AWC38_SpisGene10634	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein from transposon 17.6	822			PFX24761.1
A0A2B4R2D8	A0A2B4R2D8_STYPI	unreviewed	pol AWC38_SpisGene23516	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein from transposon 17.6	338			PFX12514.1
A0A2B4SLP8	A0A2B4SLP8_STYPI	unreviewed	AWC38_SpisGene5192	Stylophora pistillata (Smooth cauliflower coral)	Transposon TX1 uncharacterized 149 kDa protein	1035			PFX30003.1
A0A2B4SHW3	A0A2B4SHW3_STYPI	unreviewed	CFDP2 AWC38_SpisGene5765	Stylophora pistillata (Smooth cauliflower coral)	Craniofacial development protein 2	476			PFX29461.1
A0A2B4SP46	A0A2B4SP46_STYPI	unreviewed	AWC38_SpisGene4865	Stylophora pistillata (Smooth cauliflower coral)	DUF3504 domain-containing protein	295	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	PFX30348.1
A0A2B4SLS1	A0A2B4SLS1_STYPI	unreviewed	AWC38_SpisGene5170	Stylophora pistillata (Smooth cauliflower coral)	Reticulocyte-binding protein 2-like a	323	double-stranded DNA binding [GO:0003690]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; activation of innate immune response [GO:0002218]	GO:0002218; GO:0003690; GO:0003723; GO:0008270	PFX30069.1
A0A2B4RN95	A0A2B4RN95_STYPI	unreviewed	K02A2.6 AWC38_SpisGene17971	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	1014	integral component of membrane [GO:0016021]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074; GO:0016021	PFX17712.1
A0A3M6U958	A0A3M6U958_POCDA	unreviewed	pdam_00002872	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	268			RMX50079.1
A0A3M6UNE1	A0A3M6UNE1_POCDA	unreviewed	pdam_00024583	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	153			RMX55207.1
A0A2B4RKB2	A0A2B4RKB2_STYPI	unreviewed	AWC38_SpisGene18773	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	359			PFX16930.1
A0A2B4R540	A0A2B4R540_STYPI	unreviewed	POL AWC38_SpisGene24187	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein	800	aspartic-type endopeptidase activity [GO:0004190]; nuclease activity [GO:0004518]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]	GO:0003964; GO:0004190; GO:0004518; GO:0015074	PFX11933.1
A0A2B4SZR0	A0A2B4SZR0_STYPI	unreviewed	AWC38_SpisGene371	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	398			PFX34796.1
A0A3M6UIH7	A0A3M6UIH7_POCDA	unreviewed	pdam_00025832	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	650			RMX53490.1
A0A2B4T035	A0A2B4T035_STYPI	unreviewed	pol AWC38_SpisGene1041	Stylophora pistillata (Smooth cauliflower coral)	Pro-Pol polyprotein	2521	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	PFX34158.1
A0A3M6T961	A0A3M6T961_POCDA	unreviewed	pdam_00024510	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	484			RMX37804.1
A0A2B4S9D2	A0A2B4S9D2_STYPI	unreviewed	gag-pol AWC38_SpisGene8836	Stylophora pistillata (Smooth cauliflower coral)	Gag-Pol polyprotein	508	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX26491.1
A0A2B4SY96	A0A2B4SY96_STYPI	unreviewed	pol AWC38_SpisGene1597	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	930	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX33542.1
A0A3M6U967	A0A3M6U967_POCDA	unreviewed	pdam_00004818	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	779			RMX50207.1
A0A3M6UES5	A0A3M6UES5_POCDA	unreviewed	pdam_00024726	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1037			RMX52183.1
A0A2B4RJ88	A0A2B4RJ88_STYPI	unreviewed	MAGI2 AWC38_SpisGene18435	Stylophora pistillata (Smooth cauliflower coral)	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2	1565	kinase activity [GO:0016301]	GO:0016301	PFX17246.1
A0A349DYV7	A0A349DYV7_9BACT	unreviewed	DCS93_33610	Microscillaceae bacterium	Reverse transcriptase domain-containing protein (Fragment)	894			HAS45470.1
A0A2B4S856	A0A2B4S856_STYPI	unreviewed	K02A2.6 AWC38_SpisGene10398	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	622			PFX24990.1
A0A2B4RFM5	A0A2B4RFM5_STYPI	unreviewed	POL AWC38_SpisGene20497	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein	1490	integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074; GO:0016021; GO:0046872	PFX15290.1
A0A3M6USZ0	A0A3M6USZ0_POCDA	unreviewed	pdam_00024554	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DDE-1 domain-containing protein (Fragment)	379	nucleic acid binding [GO:0003676]	GO:0003676	RMX56687.1
A0A2B4SQK9	A0A2B4SQK9_STYPI	unreviewed	POL AWC38_SpisGene3511	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein	1006	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX31656.1
A0A3M6UGC5	A0A3M6UGC5_POCDA	unreviewed	pdam_00019917	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	205			RMX52428.1
A0A3M6T834	A0A3M6T834_POCDA	unreviewed	pdam_00016612	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	738			RMX37566.1
A0A2B4RT89	A0A2B4RT89_STYPI	unreviewed	PP2A3 AWC38_SpisGene13839	Stylophora pistillata (Smooth cauliflower coral)	AIG1-type G domain-containing protein	684	GTP binding [GO:0005525]; cell-cell signaling [GO:0007267]; multicellular organism development [GO:0007275]; protein autoprocessing [GO:0016540]	GO:0005525; GO:0007267; GO:0007275; GO:0016540	PFX21654.1
Q1YJR1	Q1YJR1_AURMS	unreviewed	SI859A1_00937	Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1)	Uncharacterized protein	579			EAS50812.1
A0A2B4RZ01	A0A2B4RZ01_STYPI	unreviewed	AWC38_SpisGene13952	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	906			PFX21557.1
A0A3M6TCI6	A0A3M6TCI6_POCDA	unreviewed	pdam_00017512	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	THAP-type domain-containing protein (Fragment)	323	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872	RMX39080.1
A0A2B4SQI6	A0A2B4SQI6_STYPI	unreviewed	AWC38_SpisGene2958	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	478			PFX32171.1
A0A3M6T921	A0A3M6T921_POCDA	unreviewed	pdam_00024251	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	262			RMX37833.1
A0A3M6TLL0	A0A3M6TLL0_POCDA	unreviewed	pdam_00026044	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	356			RMX42246.1
A0A2B4SVR4	A0A2B4SVR4_STYPI	unreviewed	AWC38_SpisGene2586	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1171			PFX32632.1
A0A3M6UZI4	A0A3M6UZI4_POCDA	unreviewed	pdam_00009985	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	726			RMX59062.1
A0A2B4SGF1	A0A2B4SGF1_STYPI	unreviewed	AWC38_SpisGene6275	Stylophora pistillata (Smooth cauliflower coral)	DUF5641 domain-containing protein	991			PFX28961.1
A0A3M6TCH0	A0A3M6TCH0_POCDA	unreviewed	pdam_00024695	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	175			RMX39060.1
A0A3M6TQU0	A0A3M6TQU0_POCDA	unreviewed	pdam_00023622	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1174			RMX43628.1
A0A2B4R8R9	A0A2B4R8R9_STYPI	unreviewed	GGT1 AWC38_SpisGene22717	Stylophora pistillata (Smooth cauliflower coral)	Gamma-glutamyltranspeptidase 1	553	integral component of membrane [GO:0016021]; glutathione hydrolase activity [GO:0036374]; glutathione catabolic process [GO:0006751]	GO:0006751; GO:0016021; GO:0036374	PFX13219.1
A0A3M6TUS7	A0A3M6TUS7_POCDA	unreviewed	pdam_00024788	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	327			RMX45167.1
A7SMA0	A7SMA0_NEMVE	unreviewed	v1g246166	Nematostella vectensis (Starlet sea anemone)	Predicted protein	593			EDO35149.1
A0A3M6UIH5	A0A3M6UIH5_POCDA	unreviewed	pdam_00022000	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	850			RMX53435.1
A0A2B4SCE5	A0A2B4SCE5_STYPI	unreviewed	TY3B-G AWC38_SpisGene8273	Stylophora pistillata (Smooth cauliflower coral)	Transposon Ty3-G Gag-Pol polyprotein	832			PFX27046.1
A0A2B4RJU0	A0A2B4RJU0_STYPI	unreviewed	pol AWC38_SpisGene16973	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein from transposon 17.6	998	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX18664.1
A0A2B4R938	A0A2B4R938_STYPI	unreviewed	K02A2.6 AWC38_SpisGene22231	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	763	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX13666.1
A0A2B4RVF3	A0A2B4RVF3_STYPI	unreviewed	AWC38_SpisGene15343	Stylophora pistillata (Smooth cauliflower coral)	Integrase_H2C2 domain-containing protein	1395	nucleic acid binding [GO:0003676]	GO:0003676	PFX20202.1
A0A2B4R8T7	A0A2B4R8T7_STYPI	unreviewed	ZMYM1 AWC38_SpisGene23182	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger MYM-type protein 1	477			PFX12798.1
A0A2B4S3B5	A0A2B4S3B5_STYPI	unreviewed	AWC38_SpisGene12391	Stylophora pistillata (Smooth cauliflower coral)	DNA-directed DNA polymerase (EC 2.7.7.7)	1004	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260	PFX23058.1
M1SN37	M1SN37_STYPI	unreviewed		Stylophora pistillata (Smooth cauliflower coral)	Actin-like protein (Fragment)	376			AGG36337.1
A0A2B4RBE3	A0A2B4RBE3_STYPI	unreviewed	K02A2.6 AWC38_SpisGene21382	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	498	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX14456.1
A0A3M6UFC5	A0A3M6UFC5_POCDA	unreviewed	pdam_00010337	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	512			RMX52306.1
A0A2B4S3K2	A0A2B4S3K2_STYPI	unreviewed	AWC38_SpisGene12263	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon X-element	398	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX23177.1
A0A2B4R9K4	A0A2B4R9K4_STYPI	unreviewed	TTC28 AWC38_SpisGene23056	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28 (Fragment)	1037			PFX12912.1
A0A2B4R807	A0A2B4R807_STYPI	unreviewed	Ptchd3 AWC38_SpisGene22996	Stylophora pistillata (Smooth cauliflower coral)	Patched domain-containing protein 3	384	integral component of membrane [GO:0016021]	GO:0016021	PFX12969.1
A0A2B4ST02	A0A2B4ST02_STYPI	unreviewed	Try3 AWC38_SpisGene3512	Stylophora pistillata (Smooth cauliflower coral)	Cationic trypsin-3	707	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; nematocyst [GO:0042151]; serine-type endopeptidase activity [GO:0004252]; toxin activity [GO:0090729]	GO:0004252; GO:0005576; GO:0016021; GO:0042151; GO:0090729	PFX31617.1
A0A2B4RCW2	A0A2B4RCW2_STYPI	unreviewed	AWC38_SpisGene21773	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	246	integral component of membrane [GO:0016021]	GO:0016021	PFX14092.1
A0A3M6ULP9	A0A3M6ULP9_POCDA	unreviewed	pdam_00023676	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	193			RMX54597.1
A0A3M6UUA8	A0A3M6UUA8_POCDA	unreviewed	pdam_00023521	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	235			RMX57230.1
A0A2B4SW09	A0A2B4SW09_STYPI	unreviewed	GART AWC38_SpisGene1005	Stylophora pistillata (Smooth cauliflower coral)	Trifunctional purine biosynthetic protein adenosine-3	474	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]; DNA integration [GO:0015074]; purine nucleobase biosynthetic process [GO:0009113]	GO:0003676; GO:0004637; GO:0004641; GO:0005524; GO:0006189; GO:0009113; GO:0015074; GO:0046872	PFX34061.1
A0A2B4R7V9	A0A2B4R7V9_STYPI	unreviewed	TTC28 AWC38_SpisGene23055	Stylophora pistillata (Smooth cauliflower coral)	Tetratricopeptide repeat protein 28 (Fragment)	482			PFX12913.1
A0A2B4R7P0	A0A2B4R7P0_STYPI	unreviewed	Ncam1 AWC38_SpisGene23126	Stylophora pistillata (Smooth cauliflower coral)	Neural cell adhesion molecule 1	1906	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX12849.1
A0A3M6TAX6	A0A3M6TAX6_POCDA	unreviewed	pdam_00023686	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein (Fragment)	903			RMX38576.1
A0A2B4R8Q2	A0A2B4R8Q2_STYPI	unreviewed	AWC38_SpisGene23343	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1851			PFX12655.1
A0A3M6TIJ1	A0A3M6TIJ1_POCDA	unreviewed	pdam_00012384	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Exocyst complex component Sec8	990	exocyst [GO:0000145]; Golgi to plasma membrane transport [GO:0006893]; protein targeting to membrane [GO:0006612]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]	GO:0000145; GO:0006612; GO:0006893; GO:0006904; GO:0090522	RMX41243.1
A0A2B4SL31	A0A2B4SL31_STYPI	unreviewed	FMO2 AWC38_SpisGene6006	Stylophora pistillata (Smooth cauliflower coral)	Flavin-containing monooxygenase (EC 1.-.-.-)	921	integral component of membrane [GO:0016021]; flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; transferase activity, transferring hexosyl groups [GO:0016758]; protein glycosylation [GO:0006486]	GO:0004499; GO:0006486; GO:0016021; GO:0016758; GO:0050660; GO:0050661	PFX29237.1
A0A3M6TJ24	A0A3M6TJ24_POCDA	unreviewed	pdam_00012361	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Stimulator of interferon genes protein	775	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; cyclic-di-GMP binding [GO:0035438]; activation of innate immune response [GO:0002218]; positive regulation of type I interferon production [GO:0032481]	GO:0002218; GO:0005789; GO:0016021; GO:0032481; GO:0035438	RMX41254.1
