Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442E97
A0A3M6TMW9	A0A3M6TMW9_POCDA	unreviewed	pdam_00013371	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	310			RMX42594.1
A0A2B4RMA5	A0A2B4RMA5_STYPI	unreviewed	AWC38_SpisGene18319	Stylophora pistillata (Smooth cauliflower coral)	OTU domain-containing protein	1331			PFX17362.1
A0A3M6U654	A0A3M6U654_POCDA	unreviewed	pdam_00021598	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1140	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX49014.1
A0A2B4R6S3	A0A2B4R6S3_STYPI	unreviewed	AWC38_SpisGene24033	Stylophora pistillata (Smooth cauliflower coral)	Putative WD repeat-containing protein alr2800 (Fragment)	977			PFX12067.1
A0A3M6TP48	A0A3M6TP48_POCDA	unreviewed	pdam_00009721	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	789	integral component of membrane [GO:0016021]	GO:0016021	RMX43193.1
A0A3M6TWM5	A0A3M6TWM5_POCDA	unreviewed	pdam_00019986	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	92			RMX45694.1
A0A3M6UE52	A0A3M6UE52_POCDA	unreviewed	pdam_00025146	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PK_Tyr_Ser-Thr domain-containing protein	837	protein kinase activity [GO:0004672]	GO:0004672	RMX51846.1
A0A3M6TRV0	A0A3M6TRV0_POCDA	unreviewed	pdam_00002476	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein	587	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	RMX44157.1
A0A3M6T7L0	A0A3M6T7L0_POCDA	unreviewed	pdam_00022624	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	395	integral component of membrane [GO:0016021]	GO:0016021	RMX37288.1
A0A2B4SX29	A0A2B4SX29_STYPI	unreviewed	AWC38_SpisGene1333	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	750			PFX33739.1
A0A2B4S026	A0A2B4S026_STYPI	unreviewed	AWC38_SpisGene13569	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	496			PFX21937.1
A0A3M6TQ07	A0A3M6TQ07_POCDA	unreviewed	pdam_00021520	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	277			RMX43344.1
A0A3M6TYW2	A0A3M6TYW2_POCDA	unreviewed	pdam_00017828	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	GIY-YIG domain-containing protein	581			RMX46479.1
A0A2B4S8V8	A0A2B4S8V8_STYPI	unreviewed	Tf2-9 AWC38_SpisGene9859	Stylophora pistillata (Smooth cauliflower coral)	Transposon Tf2-9 polyprotein	774			PFX25529.1
A0A3M6T9B3	A0A3M6T9B3_POCDA	unreviewed	pdam_00012281	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibrinogen C-terminal domain-containing protein	231			RMX37990.1
A0A3M6T6B3	A0A3M6T6B3_POCDA	unreviewed	pdam_00000951	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	384			RMX36833.1
A0A2B4R6Z6	A0A2B4R6Z6_STYPI	unreviewed	Nlrp12 AWC38_SpisGene23030	Stylophora pistillata (Smooth cauliflower coral)	NACHT, LRR and PYD domains-containing protein 12	1066	integral component of membrane [GO:0016021]	GO:0016021	PFX12936.1
A0A2B4RB31	A0A2B4RB31_STYPI	unreviewed	pol AWC38_SpisGene21859	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	1010	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX14019.1
A0A3M6V0I8	A0A3M6V0I8_POCDA	unreviewed	pdam_00025613	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	359	integral component of membrane [GO:0016021]	GO:0016021	RMX59410.1
A0A2B4SBJ7	A0A2B4SBJ7_STYPI	unreviewed	FAT4 AWC38_SpisGene9517	Stylophora pistillata (Smooth cauliflower coral)	Protocadherin Fat 4	385	calcium ion binding [GO:0005509]	GO:0005509	PFX25825.1
A0A3M6TSS8	A0A3M6TSS8_POCDA	unreviewed	pdam_00024370	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	756			RMX44294.1
A0A2B4RBI1	A0A2B4RBI1_STYPI	unreviewed	AWC38_SpisGene21703	Stylophora pistillata (Smooth cauliflower coral)	Apple domain-containing protein	456			PFX14163.1
A0A3M6T482	A0A3M6T482_POCDA	unreviewed	pdam_00024214	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2095	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	RMX35108.1
A0A3M6TGV1	A0A3M6TGV1_POCDA	unreviewed	pdam_00023885	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	243			RMX40613.1
A0A2B4RLN3	A0A2B4RLN3_STYPI	unreviewed	DD3-3 AWC38_SpisGene18265	Stylophora pistillata (Smooth cauliflower coral)	Protein DD3-3	838	integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0016021; GO:0046872	PFX17400.1
A0A3M6UB73	A0A3M6UB73_POCDA	unreviewed	pdam_00003162	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	683	integral component of membrane [GO:0016021]; transferase activity, transferring hexosyl groups [GO:0016758]; protein glycosylation [GO:0006486]	GO:0006486; GO:0016021; GO:0016758	RMX50764.1
A0A3M6UCX5	A0A3M6UCX5_POCDA	unreviewed	pdam_00014830	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ig-like domain-containing protein (Fragment)	208	plasma membrane [GO:0005886]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411	RMX51501.1
A0A3M6TKG9	A0A3M6TKG9_POCDA	unreviewed	pdam_00019618	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	527	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270	RMX41859.1
A0A3M6UMT4	A0A3M6UMT4_POCDA	unreviewed	pdam_00020788	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	183			RMX55003.1
A0A3M6UVD5	A0A3M6UVD5_POCDA	unreviewed	pdam_00012850	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	2397	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	RMX57278.1
A0A2B4S3V6	A0A2B4S3V6_STYPI	unreviewed	Trim3 AWC38_SpisGene10825	Stylophora pistillata (Smooth cauliflower coral)	Tripartite motif-containing protein 3	1071			PFX24581.1
A0A2B4SQA5	A0A2B4SQA5_STYPI	unreviewed	ddx24 AWC38_SpisGene3901	Stylophora pistillata (Smooth cauliflower coral)	RNA helicase (EC 3.6.4.13)	1037	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787	PFX31289.1
A0A6J8EJT0	A0A6J8EJT0_MYTCO	unreviewed	MCOR_52279	Mytilus coruscus (Sea mussel)	Uncharacterized protein	1346	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	CAC5420012.1
A0A3M6V5Y3	A0A3M6V5Y3_POCDA	unreviewed	pdam_00007360	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	499	carboxy-lyase activity [GO:0016831]; pyridoxal phosphate binding [GO:0030170]; carboxylic acid metabolic process [GO:0019752]	GO:0016831; GO:0019752; GO:0030170	RMX61279.1
A0A3M6TV64	A0A3M6TV64_POCDA	unreviewed	pdam_00017476	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	224	integral component of membrane [GO:0016021]	GO:0016021	RMX45169.1
A0A2B4SPZ2	A0A2B4SPZ2_STYPI	unreviewed	Hsd3b2 AWC38_SpisGene3715	Stylophora pistillata (Smooth cauliflower coral)	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	970	integral component of membrane [GO:0016021]; 3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; isomerase activity [GO:0016853]; steroid biosynthetic process [GO:0006694]	GO:0003854; GO:0006694; GO:0016021; GO:0016853	PFX31436.1
A0A2B4SE06	A0A2B4SE06_STYPI	unreviewed	AWC38_SpisGene6345	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	534	extracellular matrix structural constituent [GO:0005201]	GO:0005201	PFX28904.1
A0A2B4R822	A0A2B4R822_STYPI	unreviewed	AWC38_SpisGene23366	Stylophora pistillata (Smooth cauliflower coral)	Death domain-containing protein	768	signal transduction [GO:0007165]	GO:0007165	PFX12640.1
A0A3M6U2F2	A0A3M6U2F2_POCDA	unreviewed	pdam_00024564	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	255			RMX47704.1
A0A2B4RWD2	A0A2B4RWD2_STYPI	unreviewed	AWC38_SpisGene12704	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	697			PFX22764.1
A0A3M6TWS8	A0A3M6TWS8_POCDA	unreviewed	pdam_00015596	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Flavin-containing monooxygenase (EC 1.-.-.-)	466	flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]	GO:0004499; GO:0050660; GO:0050661	RMX45836.1
A0A3M6UMZ0	A0A3M6UMZ0_POCDA	unreviewed	pdam_00016172	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	287			RMX54991.1
A0A2B4RJ72	A0A2B4RJ72_STYPI	unreviewed	Baiap2l1 AWC38_SpisGene19323	Stylophora pistillata (Smooth cauliflower coral)	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	1342	plasma membrane organization [GO:0007009]	GO:0007009	PFX16408.1
A0A3M6UTW4	A0A3M6UTW4_POCDA	unreviewed	pdam_00006204	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	WD_REPEATS_REGION domain-containing protein (Fragment)	1555			RMX57029.1
A0A3M6UN86	A0A3M6UN86_POCDA	unreviewed	pdam_00024458	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	507			RMX55100.1
A0A2B4R483	A0A2B4R483_STYPI	unreviewed	AWC38_SpisGene22799	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	150			PFX13144.1
A0A3M6UUS8	A0A3M6UUS8_POCDA	unreviewed	pdam_00023482	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	549	integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]	GO:0005216; GO:0016021	RMX57395.1
A0A2B4S3B5	A0A2B4S3B5_STYPI	unreviewed	AWC38_SpisGene12391	Stylophora pistillata (Smooth cauliflower coral)	DNA-directed DNA polymerase (EC 2.7.7.7)	1004	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260	PFX23058.1
A0A3M6UF96	A0A3M6UF96_POCDA	unreviewed	pdam_00014372	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BRICHOS domain-containing protein	218			RMX52351.1
A0A3M6TVT6	A0A3M6TVT6_POCDA	unreviewed	pdam_00019739	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	415	integral component of membrane [GO:0016021]	GO:0016021	RMX45471.1
A0A2B4S2R2	A0A2B4S2R2_STYPI	unreviewed	pol AWC38_SpisGene12406	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	523	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX23070.1
A0A2B4RRG9	A0A2B4RRG9_STYPI	unreviewed	pol AWC38_SpisGene14492	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	368	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX21034.1
A0A3M6U0Y7	A0A3M6U0Y7_POCDA	unreviewed	pdam_00022273	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	I-set domain-containing protein (Fragment)	230			RMX47174.1
A0A3M6TAX4	A0A3M6TAX4_POCDA	unreviewed	pdam_00016260	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	252			RMX38438.1
A0A3M6U4D2	A0A3M6U4D2_POCDA	unreviewed	pdam_00011103	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1742			RMX48338.1
A0A3M6TQ12	A0A3M6TQ12_POCDA	unreviewed	pdam_00025496	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	142			RMX43348.1
A0A3M6UY51	A0A3M6UY51_POCDA	unreviewed	pdam_00023292	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Vertnin (Fragment)	375			RMX58540.1
A0A2B4RSX4	A0A2B4RSX4_STYPI	unreviewed	AWC38_SpisGene15665	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	686			PFX19903.1
A0A3M6TT32	A0A3M6TT32_POCDA	unreviewed	pdam_00011206	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Reverse transcriptase domain-containing protein	491			RMX44394.1
A0A3M6TEA8	A0A3M6TEA8_POCDA	unreviewed	pdam_00008083	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	245			RMX39703.1
A0A3M6TMP5	A0A3M6TMP5_POCDA	unreviewed	pdam_00025321	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	AIG1-type G domain-containing protein	337	GTP binding [GO:0005525]	GO:0005525	RMX42616.1
A0A2B4S501	A0A2B4S501_STYPI	unreviewed	Sdk2 AWC38_SpisGene11782	Stylophora pistillata (Smooth cauliflower coral)	Protein sidekick-2 (Fragment)	1527	integral component of membrane [GO:0016021]	GO:0016021	PFX23638.1
A0A3M6UH59	A0A3M6UH59_POCDA	unreviewed	pdam_00021825	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	NACHT domain-containing protein (Fragment)	915			RMX52976.1
A0A3M6UK43	A0A3M6UK43_POCDA	unreviewed	pdam_00014883	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	482	calcium ion binding [GO:0005509]	GO:0005509	RMX53995.1
A0A3M6TK44	A0A3M6TK44_POCDA	unreviewed	pdam_00025261	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	174			RMX41716.1
A0A2B4SR07	A0A2B4SR07_STYPI	unreviewed	AWC38_SpisGene2034	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1858	regulation of apoptotic process [GO:0042981]	GO:0042981	PFX33104.1
A0A2B4SD08	A0A2B4SD08_STYPI	unreviewed	AWC38_SpisGene8346	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase domain-containing protein	915			PFX26979.1
A0A3M6UE45	A0A3M6UE45_POCDA	unreviewed	pdam_00004750	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	331	integral component of membrane [GO:0016021]	GO:0016021	RMX51960.1
A0A3M6U3S1	A0A3M6U3S1_POCDA	unreviewed	pdam_00025748	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RNA helicase (EC 3.6.4.13)	162	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787	RMX48302.1
A0A3M6V019	A0A3M6V019_POCDA	unreviewed	pdam_00009771	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	409	integral component of membrane [GO:0016021]	GO:0016021	RMX59114.1
A0A3M6UPE3	A0A3M6UPE3_POCDA	unreviewed	pdam_00020559	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	816			RMX55502.1
A0A3M6TAH2	A0A3M6TAH2_POCDA	unreviewed	pdam_00016262	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	186			RMX38436.1
A0A2B4SVN2	A0A2B4SVN2_STYPI	unreviewed	SDK1 AWC38_SpisGene247	Stylophora pistillata (Smooth cauliflower coral)	Protein sidekick-1 (Fragment)	3507	integral component of membrane [GO:0016021]	GO:0016021	PFX34734.1
A0A3M6U1L4	A0A3M6U1L4_POCDA	unreviewed	pdam_00023397	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3028			RMX47585.1
A0A2B4SR72	A0A2B4SR72_STYPI	unreviewed	T AWC38_SpisGene3602	Stylophora pistillata (Smooth cauliflower coral)	Transposable element P transposase	917	integral component of membrane [GO:0016021]; DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]	GO:0003677; GO:0004803; GO:0006313; GO:0016021	PFX31583.1
A0A3M6UU90	A0A3M6UU90_POCDA	unreviewed	pdam_00025272	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	615			RMX57134.1
A0A3M6UMD4	A0A3M6UMD4_POCDA	unreviewed	pdam_00025874	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	259			RMX54694.1
A0A3M6TGZ0	A0A3M6TGZ0_POCDA	unreviewed	pdam_00025200	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SWIM-type domain-containing protein	382	zinc ion binding [GO:0008270]	GO:0008270	RMX40608.1
A0A3M6TFI0	A0A3M6TFI0_POCDA	unreviewed	pdam_00025952	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	257			RMX40166.1
A0A2B4SVB5	A0A2B4SVB5_STYPI	unreviewed	asic4 AWC38_SpisGene2660	Stylophora pistillata (Smooth cauliflower coral)	Acid-sensing ion channel 4	667	integral component of membrane [GO:0016021]; sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	PFX32498.1
A0A3M6TVC9	A0A3M6TVC9_POCDA	unreviewed	pdam_00022525	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	88			RMX45229.1
A0A3M6UUS2	A0A3M6UUS2_POCDA	unreviewed	pdam_00006988	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Myb_DNA-bind_5 domain-containing protein	182			RMX57436.1
A0A2B4SZZ4	A0A2B4SZZ4_STYPI	unreviewed	pol AWC38_SpisGene612	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	1016	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX34430.1
A0A3M6UFH6	A0A3M6UFH6_POCDA	unreviewed	pdam_00019905	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DDE Tnp4 domain-containing protein (Fragment)	419	metal ion binding [GO:0046872]	GO:0046872	RMX52440.1
A0A349DYV7	A0A349DYV7_9BACT	unreviewed	DCS93_33610	Microscillaceae bacterium	Reverse transcriptase domain-containing protein (Fragment)	894			HAS45470.1
A0A3M6TTR7	A0A3M6TTR7_POCDA	unreviewed	pdam_00002738	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F3_4 domain-containing protein	743	integral component of membrane [GO:0016021]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016021	RMX44624.1
A0A2B4SQG0	A0A2B4SQG0_STYPI	unreviewed	AWC38_SpisGene25760	Stylophora pistillata (Smooth cauliflower coral)	Folate_rec domain-containing protein	192			PFX30625.1
A0A3M6U7J2	A0A3M6U7J2_POCDA	unreviewed	pdam_00003019	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	450	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX49597.1
A0A3M6T6R2	A0A3M6T6R2_POCDA	unreviewed	pdam_00005063	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	208			RMX37032.1
A0A3M6T4F0	A0A3M6T4F0_POCDA	unreviewed	pdam_00010188	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Dynein light chain roadblock	107	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; microtubule [GO:0005874]; dynein intermediate chain binding [GO:0045505]; microtubule-based movement [GO:0007018]	GO:0005737; GO:0005868; GO:0005874; GO:0007018; GO:0045505	RMX34730.1
A0A2B4RKN7	A0A2B4RKN7_STYPI	unreviewed	AWC38_SpisGene18770	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase domain-containing protein	311			PFX16927.1
A0A3M6UZA6	A0A3M6UZA6_POCDA	unreviewed	pdam_00018846	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	146			RMX58929.1
A0A3M6TQZ8	A0A3M6TQZ8_POCDA	unreviewed	pdam_00019504	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	166	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX43769.1
A0A3M6TXD7	A0A3M6TXD7_POCDA	unreviewed	pdam_00002073	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	104			RMX46026.1
A0A3M6UTH6	A0A3M6UTH6_POCDA	unreviewed	pdam_00006290	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BHLH domain-containing protein	154	protein dimerization activity [GO:0046983]	GO:0046983	RMX56877.1
A0A3M6UT87	A0A3M6UT87_POCDA	unreviewed	pdam_00006327	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	341	integral component of membrane [GO:0016021]	GO:0016021	RMX56850.1
A0A3M6V2G4	A0A3M6V2G4_POCDA	unreviewed	pdam_00004499	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	123			RMX60077.1
A0A3M6UCM4	A0A3M6UCM4_POCDA	unreviewed	pdam_00012637	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	636	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX51430.1
A0A3M6UCK8	A0A3M6UCK8_POCDA	unreviewed	pdam_00012620	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CTCK domain-containing protein	135	extracellular region [GO:0005576]	GO:0005576	RMX51410.1
A0A3M6UGS6	A0A3M6UGS6_POCDA	unreviewed	pdam_00016243	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SAYSvFN domain-containing protein	142	integral component of membrane [GO:0016021]	GO:0016021	RMX52865.1
A0A3M6UYI0	A0A3M6UYI0_POCDA	unreviewed	pdam_00006415	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	110			RMX58584.1
A0A3M6U405	A0A3M6U405_POCDA	unreviewed	pdam_00011126	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	119			RMX48331.1
A0A3M6TNM4	A0A3M6TNM4_POCDA	unreviewed	pdam_00005176	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	224	integral component of membrane [GO:0016021]	GO:0016021	RMX42901.1
A0A2B4SVE9	A0A2B4SVE9_STYPI	unreviewed	K02A2.6 AWC38_SpisGene2017	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	950	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX33159.1
A0A2B4STV5	A0A2B4STV5_STYPI	unreviewed	SEC AWC38_SpisGene3152	Stylophora pistillata (Smooth cauliflower coral)	Putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC	2147	integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016021; GO:0016757	PFX31992.1
A0A3M6V0H5	A0A3M6V0H5_POCDA	unreviewed	pdam_00010003	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	198			RMX59048.1
A0A2B4S4Z2	A0A2B4S4Z2_STYPI	unreviewed	AWC38_SpisGene11814	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1316			PFX23628.1
A0A2B4SKM1	A0A2B4SKM1_STYPI	unreviewed	PTK7 AWC38_SpisGene6251	Stylophora pistillata (Smooth cauliflower coral)	Inactive tyrosine-protein kinase 7	352	plasma membrane [GO:0005886]; kinase activity [GO:0016301]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411; GO:0016301	PFX28975.1
A0A3M6V1C8	A0A3M6V1C8_POCDA	unreviewed	pdam_00019023	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	395	integral component of membrane [GO:0016021]	GO:0016021	RMX59725.1
A0A3M6TKK1	A0A3M6TKK1_POCDA	unreviewed	pdam_00006650	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	148			RMX41910.1
A0A3M6V497	A0A3M6V497_POCDA	unreviewed	pdam_00014523	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	309	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX60697.1
A0A3M6TPU1	A0A3M6TPU1_POCDA	unreviewed	pdam_00018548	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	319	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX43268.1
A0A3M6U6T6	A0A3M6U6T6_POCDA	unreviewed	pdam_00005855	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PH domain-containing protein	143			RMX49234.1
A0A3M6TG91	A0A3M6TG91_POCDA	unreviewed	pdam_00009473	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	375	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX40413.1
A0A3M6UAX8	A0A3M6UAX8_POCDA	unreviewed	pdam_00003201	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	234			RMX50781.1
A0A3M6UYP4	A0A3M6UYP4_POCDA	unreviewed	pdam_00017980	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein aurora borealis	790	cell cycle [GO:0007049]; cell division [GO:0051301]	GO:0007049; GO:0051301	RMX58654.1
